formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group,crystal
Li4CO4,mp-546202,"[[0.0, 0.0, 0.0, 6.54, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 6.54, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 6.54]]",6.53956,100,0,Cubic,-43m,Cubic -43m
BaTeW2O9,mp-18311,"[[0.0, 0.0, 0.0, -0.044, 0.0, -0.031], [0.127, 0.437, 0.663, 0.0, 0.173, 0.0], [0.0, 0.0, 0.0, 0.119, 0.0, 0.206]]",0.822456927565207,101,0,Monoclinic,2,Monoclinic 2
FeP4,mp-568328,"[[0.0, 0.0, 0.0, -0.067, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.151]]",0.15139,102,0,Orthorhombic,222,Orthorhombic 222
Li2SnTeO6,mp-8673,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.495], [-0.397, 0.124, 0.018, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.07, 0.0, 0.0]]",0.4951,103,0,Orthorhombic,mm2,Orthorhombic mm2
Li2VOF4,mp-761267,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.075], [-0.223, 0.815, -1.04, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.171, 0.0, 0.0]]",1.33977966953526,104,0,Orthorhombic,mm2,Orthorhombic mm2
Ho2Cu2O5,mp-5029,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.005], [-0.127, -0.069, -0.058, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.003, 0.0, 0.0]]",0.155931185142678,105,0,Orthorhombic,mm2,Orthorhombic mm2
KCrP2S7,mp-7147,"[[0.0, 0.0, 0.0, -0.052, 0.0, 0.086], [-0.201, 0.099, 0.017, 0.0, -0.185, 0.0], [0.0, 0.0, 0.0, -0.054, 0.0, 0.426]]",0.439692396054836,106,0,Monoclinic,2,Monoclinic 2
Rb4CO4,mp-550314,"[[0.032, -0.032, 0.0, 0.037, 0.57, -0.794], [-0.794, 0.794, 0.0, 0.57, -0.037, -0.032], [0.505, 0.505, -1.033, 0.0, 0.0, 0.0]]",1.2606627446937,107,0,Trigonal,3,Trigonal 3
SrGe(HO2)2,mp-23884,"[[0.0, 0.0, 0.0, 0.023, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.003, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.003]]",0.02333,108,0,Tetragonal,-42m,Tetragonal -42m
ZnS,mp-561258,"[[0.0, 0.0, 0.0, 0.0, -0.02, 0.0], [0.0, 0.0, 0.0, -0.02, 0.0, 0.0], [-0.038, -0.038, 0.051, 0.0, 0.0, 0.0]]",0.074407614750462,109,0,Hexagonal,6mm,Hexagonal 6mm
LiMgH6Ir,mp-866640,"[[0.0, 0.0, 0.0, -0.022, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.022]]",0.02242,110,0,Cubic,-43m,Cubic -43m
VAg3HgO4,mp-1216423,"[[-0.427, 0.541, -0.412, 0.343, 0.654, -0.445], [-0.416, 0.159, 0.365, 0.363, 0.43, 0.56], [0.71, 0.424, -0.637, 0.299, -0.342, 0.346]]",1.30775763847192,111,0,Triclinic,1,Triclinic 1
Cs2Li3F5,mp-560088,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.1, 0.056, -0.071, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.134656797451892,112,0,Orthorhombic,mm2,Orthorhombic mm2
H2O,mp-696735,"[[0.0, 0.0, 0.0, 0.032, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.032, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.03196,113,0,Tetragonal,422,Tetragonal 422
LiTlPHO3,mp-772968,"[[0.0, 0.0, 0.0, -0.12, 0.0, -0.108], [-0.05, 0.036, -0.062, 0.0, -0.036, 0.0], [0.0, 0.0, 0.0, -0.123, 0.0, 0.038]]",0.182090712185342,114,0,Monoclinic,2,Monoclinic 2
Li4SiO4,mp-35822,"[[-0.234, 0.22, -0.368, 0.057, -0.185, 0.039], [0.225, -0.546, 0.16, 0.114, 0.207, -0.038], [-0.403, 0.007, 0.111, 0.0, -0.215, 0.032]]",0.826902622157158,115,0,Triclinic,1,Triclinic 1
Lu2Sb2O7,mp-755867,"[[1.009, 0.558, 0.586, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.135], [0.0, 0.0, 0.0, 0.0, -0.38, 0.0]]",1.29284817554112,116,0,Orthorhombic,mm2,Orthorhombic mm2
KHCN2,mp-24625,"[[0.0, 0.0, 0.0, -0.197, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.194, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.093]]",0.19725,117,0,Orthorhombic,222,Orthorhombic 222
Na4MnO4,mp-755816,"[[-0.115, -0.062, 0.142, 0.0, 0.013, 0.0], [0.0, 0.0, 0.0, -0.154, 0.0, -0.091], [-0.232, 0.101, 0.175, 0.0, -0.125, 0.0]]",0.361232532203657,118,0,Monoclinic,m,Monoclinic m
H7NO6,mp-504422,"[[0.0, 0.0, 0.0, -0.02, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.045, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.04]]",0.04458,119,0,Orthorhombic,222,Orthorhombic 222
Sm5CuSe8,mp-38162,"[[0.0, 0.0, 0.0, 0.359, -0.089, 0.0], [0.0, 0.0, 0.0, 0.089, 0.359, 0.0], [0.009, -0.009, 0.0, 0.0, 0.0, 0.29]]",0.369493799169891,120,0,Tetragonal,-4,Tetragonal -4
Cd2BiAsO6,mp-556653,"[[0.0, 0.0, 0.0, 0.0, 0.02, 0.0], [0.0, 0.0, 0.0, -0.543, 0.0, 0.0], [0.409, 0.647, 0.488, 0.0, 0.0, 0.0]]",0.907422384173826,121,0,Orthorhombic,mm2,Orthorhombic mm2
Ca3ZnGe5O14,mp-1019566,"[[0.0, 0.0, 0.0, 0.052, 0.0, 0.617], [-0.043, 0.617, -0.014, 0.0, 0.27, 0.0], [0.0, 0.0, 0.0, -0.032, 0.0, 0.324]]",0.697689526373389,122,0,Monoclinic,2,Monoclinic 2
Mn(HO)2,mp-626701,"[[0.0, 0.0, 0.0, 0.326, 0.0, 0.235], [0.361, 1.01, 0.694, 0.0, 0.595, 0.0], [0.0, 0.0, 0.0, 0.597, 0.0, 0.283]]",1.4094600211305,123,0,Monoclinic,2,Monoclinic 2
Zn4P6N12O,mp-557537,"[[0.0, 0.0, 0.0, -0.433, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.433, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.433]]",0.432860920594278,124,0,Cubic,-43m,Cubic -43m
GaAgTe2,mp-4899,"[[0.0, 0.0, 0.0, 0.006, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.006, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.176]]",0.175851649162779,125,0,Tetragonal,-42m,Tetragonal -42m
HgHOF,mp-23844,"[[0.0, 0.0, 0.0, -0.009, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.055, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.054]]",0.05501,126,0,Orthorhombic,222,Orthorhombic 222
CsLiZnS2,mp-1225887,"[[0.0, 0.0, 0.0, 0.0, -0.16, 0.0], [0.0, 0.0, 0.0, 0.16, 0.0, 0.0], [0.063, -0.063, 0.0, 0.0, 0.0, 0.0]]",0.159930000000002,127,0,Tetragonal,-42m,Tetragonal -42m
Na3PO4,mp-4223,"[[0.0, 0.0, 0.0, -0.46, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.138, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.138]]",0.45974,128,0,Tetragonal,-42m,Tetragonal -42m
Na4CO4,mp-552623,"[[0.11, -0.11, 0.0, 0.031, -0.579, 1.056], [1.056, -1.056, 0.0, -0.579, -0.031, -0.11], [-0.457, -0.457, 1.634, 0.0, 0.0, 0.0]]",1.75726292561566,129,0,Trigonal,3,Trigonal 3
Na3Ti2P2O10F,mp-41191,"[[0.0, 0.0, 0.0, -0.164, 0.0, 0.29], [0.325, 0.58, 0.28, 0.0, -0.128, 0.0], [0.0, 0.0, 0.0, 0.234, 0.0, -0.164]]",0.732445848201411,130,0,Orthorhombic,mm2,Orthorhombic mm2
GeTe,mp-938,"[[0.0, 0.0, 0.0, 0.0, -3.828, 0.257], [0.257, -0.257, 0.0, -3.828, 0.0, 0.0], [0.103, 0.103, -2.03, 0.0, 0.0, 0.0]]",3.84558958085716,131,0,Trigonal,3m,Trigonal 3m
FeP2O7,mp-26182,"[[0.0, 0.0, 0.0, 0.928, 0.0, 0.751], [-0.49, -0.544, -0.81, 0.0, 0.004, 0.0], [0.0, 0.0, 0.0, 1.188, 0.0, 0.933]]",1.92491989516505,132,0,Monoclinic,2,Monoclinic 2
VOF2,mp-752974,"[[4.903, 0.303, 0.094, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.01], [0.0, 0.0, 0.0, 0.0, 0.059, 0.0]]",4.91322161806284,133,0,Orthorhombic,mm2,Orthorhombic mm2
H8W3Se(NO6)2,mp-24599,"[[0.0, 0.0, 0.0, 0.015, 0.91, 0.0], [0.0, 0.0, 0.0, 0.91, -0.015, 0.0], [-0.032, -0.032, 0.59, 0.0, 0.0, 0.0]]",0.910211753361583,134,0,Hexagonal,6,Hexagonal 6
Cu4SnP10,mp-34126,"[[0.0, 0.0, 0.0, 0.0, 0.099, 0.157], [0.157, -0.157, 0.0, 0.099, 0.0, 0.0], [0.5, 0.5, 0.348, 0.0, 0.0, 0.0]]",0.787757810878449,135,0,Trigonal,3m,Trigonal 3m
CrSi2,mp-1222,"[[0.0, 0.0, 0.0, -0.434, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.434, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.43432,136,0,Hexagonal,622,Hexagonal 622
CsCa(NO2)3,mp-757826,"[[0.056, -0.056, 0.0, 0.018, -0.038, -0.022], [-0.022, 0.022, 0.0, -0.038, -0.018, -0.056], [-0.044, -0.044, -0.028, 0.0, 0.0, 0.0]]",0.094423505358444,137,0,Trigonal,3,Trigonal 3
MnTl2GeTe4,mp-638590,"[[0.0, 0.0, 0.0, 0.369, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.475, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.475]]",0.47541,138,0,Tetragonal,-42m,Tetragonal -42m
V(PO3)4,mp-32509,"[[0.0, 0.0, 0.0, -0.004, 0.0, 0.122], [0.089, 0.063, -0.022, 0.0, -0.066, 0.0], [0.0, 0.0, 0.0, 0.007, 0.0, -0.047]]",0.130499481129347,139,0,Monoclinic,2,Monoclinic 2
NClO3,mp-754712,"[[0.0, 0.0, 0.0, -0.008, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.043, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.018]]",0.04284,140,0,Orthorhombic,222,Orthorhombic 222
TiSnPt,mp-30847,"[[0.0, 0.0, 0.0, -0.163, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.163, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.163]]",0.163345924148787,141,0,Cubic,-43m,Cubic -43m
N2,mp-154,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.00093,142,0,Cubic,23,Cubic 23
AsH6NO4,mp-707339,"[[0.0, 0.0, 0.0, -0.104, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.014, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.325]]",0.32534,143,0,Orthorhombic,222,Orthorhombic 222
Ca2SnS4,mp-866580,"[[-0.148, 0.148, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.148], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.209819800969206,144,0,Hexagonal,-6m2,Hexagonal -6m2
SiO2,mp-557881,"[[0.083, 0.011, 0.041, 0.0, -0.004, 0.0], [0.0, 0.0, 0.0, 0.005, 0.0, -0.012], [0.035, 0.022, 0.015, 0.0, 0.01, 0.0]]",0.102141143150354,145,0,Monoclinic,m,Monoclinic m
LiFeSiO4,mp-758602,"[[0.0, 0.0, 0.0, 0.0, -0.377, 0.0], [0.0, 0.0, 0.0, -0.167, 0.0, 0.0], [-0.444, 0.045, -0.494, 0.0, 0.0, 0.0]]",0.665511569245795,146,0,Orthorhombic,mm2,Orthorhombic mm2
ZnH12N4(ClO4)2,mp-23998,"[[0.0, 0.0, 0.0, 0.023, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.023]]",0.02278,147,0,Cubic,-43m,Cubic -43m
LiMnFeO4,mp-756289,"[[0.0, 0.0, 0.0, -0.027, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.027, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.0269,148,0,Tetragonal,422,Tetragonal 422
Ba2Si5N8,mp-9711,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.047], [0.075, -0.227, 0.173, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.214, 0.0, 0.0]]",0.294525903275077,149,0,Orthorhombic,mm2,Orthorhombic mm2
CdTe,mp-406,"[[0.0, 0.0, 0.0, 0.008, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.008, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.008]]",0.008396666666667,150,0,Cubic,-43m,Cubic -43m
S,mp-555760,"[[0.005, -0.005, 0.0, 0.003, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.003, -0.005], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.007940380158734,151,0,Trigonal,32,Trigonal 32
K6CoSe4,mp-14795,"[[0.0, 0.0, 0.0, 0.0, -0.036, 0.0], [0.0, 0.0, 0.0, -0.036, 0.0, 0.0], [-0.132, -0.132, 0.328, 0.0, 0.0, 0.0]]",0.376882541649252,152,0,Hexagonal,6mm,Hexagonal 6mm
RbSi,mp-1074,"[[0.0, 0.0, 0.0, -0.093, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.093, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.093]]",0.09349,153,0,Cubic,-43m,Cubic -43m
SiC,mp-11713,"[[0.0, 0.0, 0.0, 0.0, -0.06, -0.022], [-0.022, 0.022, 0.0, -0.06, 0.0, 0.0], [-0.011, -0.011, -0.009, 0.0, 0.0, 0.0]]",0.067297447210289,154,0,Trigonal,3m,Trigonal 3m
BaFe(Si2O5)2,mp-504885,"[[0.0, 0.0, 0.0, -0.037, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.031, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.085]]",0.08525,155,0,Orthorhombic,222,Orthorhombic 222
BaBiNO5,mp-1228172,"[[-0.235, 0.05, -0.049, 0.0, 0.05, 0.0], [0.0, 0.0, 0.0, -0.019, 0.0, 0.102], [0.078, 0.162, -0.107, 0.0, -0.07, 0.0]]",0.257794925441514,156,0,Monoclinic,m,Monoclinic m
Al(MoS2)4,mp-554868,"[[0.0, 0.0, 0.0, 0.0, 0.014, 0.033], [0.033, -0.033, 0.0, 0.014, 0.0, 0.0], [0.057, 0.057, 0.103, 0.0, 0.0, 0.0]]",0.13014358339926,157,0,Trigonal,3m,Trigonal 3m
CaSnN2,mp-1029633,"[[0.0, 0.0, 0.0, 0.0, -0.322, 0.0], [0.0, 0.0, 0.0, -0.23, 0.0, 0.0], [-0.517, -0.802, 1.405, 0.0, 0.0, 0.0]]",1.69793805452378,158,0,Orthorhombic,mm2,Orthorhombic mm2
LaSi3N5,mp-1019967,"[[0.0, 0.0, 0.0, 0.429, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.294, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.572]]",0.57178,159,0,Orthorhombic,222,Orthorhombic 222
NaHO,mp-626000,"[[0.0, 0.0, 0.0, 0.063, 0.0, -0.271], [-0.733, -0.202, 0.726, 0.0, 0.023, 0.0], [0.0, 0.0, 0.0, 0.43, 0.0, -0.005]]",1.05143212472323,160,0,Monoclinic,2,Monoclinic 2
Ca(InTe2)2,mp-677072,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.04, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.04]]",0.039975,161,0,Tetragonal,422,Tetragonal 422
H4SO5,mp-626229,"[[0.178, 0.11, -0.174, 0.001, -0.026, 0.044], [-0.129, -0.161, 0.202, 0.034, -0.018, -0.005], [0.177, 0.057, -0.149, 0.13, -0.052, 0.022]]",0.460414045470357,162,0,Triclinic,1,Triclinic 1
CsLi3Br4,mp-580554,"[[-0.236, -0.158, 0.317, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.094], [0.0, 0.0, 0.0, 0.0, 0.106, 0.0]]",0.425439161102971,163,0,Orthorhombic,mm2,Orthorhombic mm2
Zn3W2O7,mp-1373149,"[[0.0, 0.0, 0.0, 0.0, 0.104, 0.0], [0.0, 0.0, 0.0, 0.102, 0.0, 0.0], [0.199, 0.227, -0.201, 0.0, 0.0, 0.0]]",0.36277053063886,164,0,Orthorhombic,mm2,Orthorhombic mm2
NaCr(PS3)2,mp-1210128,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.003], [0.034, -0.239, 0.187, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.102, 0.0, 0.0]]",0.305356420761051,165,0,Orthorhombic,mm2,Orthorhombic mm2
LiVSiO4,mp-753343,"[[0.0, 0.0, 0.0, -0.324, -0.112, 0.0], [0.0, 0.0, 0.0, 0.112, -0.324, 0.0], [-0.109, 0.109, 0.0, 0.0, 0.0, -0.406]]",0.434412569109136,166,0,Tetragonal,-4,Tetragonal -4
CrPO5,mp-1046724,"[[-1.503, 0.779, -0.333, -0.713, 0.446, -0.423], [0.514, -1.435, -0.425, 0.112, -0.712, 0.036], [-0.451, -0.533, -0.492, -0.312, -0.246, -0.179]]",2.37605574908826,167,0,Monoclinic,m,Monoclinic m
Na3Sr3GaSb4,mp-1210275,"[[0.0, 0.0, 0.0, 0.0, -0.06, 0.0], [0.0, 0.0, 0.0, -0.06, 0.0, 0.0], [0.116, 0.116, -0.335, 0.0, 0.0, 0.0]]",0.372822799195546,168,0,Hexagonal,6mm,Hexagonal 6mm
Na8TiO6,mp-761219,"[[-0.55, -0.277, -0.304, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.135], [0.0, 0.0, 0.0, 0.0, -0.32, 0.0]]",0.687002426196589,169,0,Orthorhombic,mm2,Orthorhombic mm2
Li2VOF3,mp-850895,"[[-0.003, -0.002, -0.001, 0.0, 0.028, 0.45], [1.388, 1.485, 0.946, 0.204, -0.002, -0.002], [0.309, 0.36, 0.261, 0.185, 0.0, -0.001]]",2.31878372127934,170,0,Monoclinic,m,Monoclinic m
VOF,mp-754589,"[[0.0, 0.0, 0.0, 0.115, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.115, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.114615,171,0,Tetragonal,422,Tetragonal 422
LiP5,mp-2412,"[[0.0, 0.0, 0.0, 0.0, -0.359, 0.0], [0.0, 0.0, 0.0, -0.038, 0.0, 0.0], [0.022, 0.214, 0.445, 0.0, 0.0, 0.0]]",0.494537789253764,172,0,Orthorhombic,mm2,Orthorhombic mm2
Cs2Li3I5,mp-608311,"[[0.01, 0.001, -0.005, -0.001, 0.0, -0.002], [0.005, 0.0, -0.005, 0.006, -0.01, 0.029], [-0.002, 0.0, 0.004, 0.002, 0.01, 0.01]]",0.032703005743183,173,0,Monoclinic,2,Monoclinic 2
Na8Al6Si6SO28,mp-41734,"[[0.0, 0.0, 0.0, 0.317, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.317, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.317]]",0.31659,174,0,Cubic,23,Cubic 23
LiZrPCO7,mp-753649,"[[0.0, 0.0, 0.0, -0.002, 0.0, 0.398], [0.202, 0.124, 0.049, 0.0, -0.03, 0.0], [0.0, 0.0, 0.0, -0.084, 0.0, 0.1]]",0.411000175711736,175,0,Monoclinic,2,Monoclinic 2
Na5Li3Ti5O14,mp-761849,"[[0.0, -0.268, 1.097, 0.328, 0.487, -0.369], [0.2, -0.497, 0.422, 0.034, 0.229, -0.484], [-0.444, -0.081, -0.017, 0.095, 0.302, -0.053]]",1.51714409853975,176,0,Triclinic,1,Triclinic 1
Te4MoW,mp-1023941,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.054], [-0.054, 0.054, 0.0, 0.0, 0.0, 0.0], [-0.005, -0.005, -0.004, 0.0, 0.0, 0.0]]",0.076286074157704,177,0,Trigonal,3m,Trigonal 3m
Rb2Pb2O3,mp-1209489,"[[0.0, 0.0, 0.0, -0.038, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.038, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.038]]",0.03844,178,0,Cubic,23,Cubic 23
Zn4B6O13,mp-4812,"[[0.0, 0.0, 0.0, 0.158, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.158, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.158]]",0.15839,179,0,Cubic,-43m,Cubic -43m
LiAlSi,mp-3161,"[[0.0, 0.0, 0.0, -0.496, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.496, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.496]]",0.496159523116079,180,0,Cubic,-43m,Cubic -43m
Na3SbO3,mp-8076,"[[0.0, 0.0, 0.0, -0.042, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.042, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.042]]",0.042005134456767,181,0,Cubic,-43m,Cubic -43m
TeF4,mp-561664,"[[0.0, 0.0, 0.0, 0.156, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.071, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.15578,182,0,Orthorhombic,222,Orthorhombic 222
Na5MnO4,mp-28262,"[[0.0, 0.0, 0.0, 0.0, 0.293, 0.0], [0.0, 0.0, 0.0, 0.292, 0.0, 0.0], [0.302, 0.276, 0.001, 0.0, 0.0, 0.0]]",0.409035177460326,183,0,Orthorhombic,mm2,Orthorhombic mm2
LiH2N,mp-23702,"[[0.0, 0.0, 0.0, 0.212, -0.178, 0.0], [0.0, 0.0, 0.0, 0.178, 0.212, 0.0], [-0.055, 0.055, 0.0, 0.0, 0.0, -0.224]]",0.276679031054036,184,0,Tetragonal,-4,Tetragonal -4
Na2Mn2O3,mp-558376,"[[0.0, 0.0, 0.0, -0.015, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.015, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.0147,185,0,Tetragonal,422,Tetragonal 422
Li2MnBr4,mp-675475,"[[-4.254, -0.015, 0.24, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.008], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",4.26045977698417,186,0,Orthorhombic,mm2,Orthorhombic mm2
FeP2O7,mp-25246,"[[0.0, 0.0, 0.0, -0.239, 0.0, -0.058], [0.075, -0.442, -1.248, 0.0, 0.151, 0.0], [0.0, 0.0, 0.0, 0.445, 0.0, 0.303]]",1.33504993914085,187,0,Monoclinic,2,Monoclinic 2
RbClO4,mp-550759,"[[0.0, 0.0, 0.0, -0.033, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.033, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.033]]",0.033196666666667,188,0,Cubic,-43m,Cubic -43m
BN,mp-13150,"[[0.0, 0.0, 0.0, 0.0, 0.008, 0.375], [0.375, -0.375, 0.0, 0.008, 0.0, 0.0], [0.013, 0.013, -0.038, 0.0, 0.0, 0.0]]",0.530647330263976,189,0,Trigonal,3m,Trigonal 3m
AlSb,mp-1018100,"[[0.0, 0.0, 0.0, 0.0, 0.017, 0.0], [0.0, 0.0, 0.0, 0.017, 0.0, 0.0], [0.033, 0.033, -0.095, 0.0, 0.0, 0.0]]",0.105741582682758,190,0,Hexagonal,6mm,Hexagonal 6mm
Be4Si2H2O9,mp-707304,"[[0.0, 0.0, 0.0, 0.0, -0.017, 0.0], [0.0, 0.0, 0.0, -0.116, 0.0, 0.0], [-0.237, -0.41, -0.58, 0.0, 0.0, 0.0]]",0.749215152609716,191,0,Orthorhombic,mm2,Orthorhombic mm2
LiMnNbO4,mp-771705,"[[0.0, 0.0, 0.0, -0.147, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.147, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.147195,192,0,Tetragonal,422,Tetragonal 422
NaBiS2,mp-675531,"[[-7.938, -0.622, -7.115, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.008], [0.0, 0.0, 0.0, 0.0, -8.908, 0.0]]",10.6785215907306,193,0,Orthorhombic,mm2,Orthorhombic mm2
Na4CO4,mp-545541,"[[-1.473, -1.507, 0.096, 0.0, 0.789, 0.0], [0.0, 0.0, 0.0, -0.048, 0.0, -0.008], [-0.896, -0.835, 0.481, 0.0, 0.332, 0.0]]",2.60096584206131,194,0,Monoclinic,m,Monoclinic m
Nd(PO3)3,mp-7264,"[[0.0, 0.0, 0.0, -0.005, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.038, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.125]]",0.12489,195,0,Orthorhombic,222,Orthorhombic 222
SiO2,mp-556788,"[[-0.094, 0.068, 0.015, -0.083, -0.021, 0.099], [0.036, -0.078, -0.009, 0.099, 0.027, 0.083], [-0.023, 0.124, -0.15, 0.003, 0.031, -0.158]]",0.271434596545467,196,0,Triclinic,1,Triclinic 1
KNiIO6,mp-550959,"[[0.0, 0.0, 0.0, 0.043, 0.0, 0.176], [0.176, -0.176, 0.0, 0.0, -0.043, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.252836994340023,197,0,Trigonal,32,Trigonal 32
K3BiTe3,mp-29379,"[[0.0, 0.0, 0.0, 0.042, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.042, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.042]]",0.04164,198,0,Cubic,23,Cubic 23
Li3V2O6,mp-762268,"[[-0.092, 0.092, -0.739, 0.2, 0.0, -0.379], [-0.26, -0.057, -0.825, 0.08, -0.649, -0.194], [0.53, 0.088, 1.161, -0.274, 0.295, 0.374]]",1.89949176160858,199,0,Triclinic,1,Triclinic 1
