MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,$\delta$,Δ$\chi$,ΔTm,Tm(K),VEC,AN,K,B,ΔB,G,ΔG,ΔSmix,$\lambda$,subcategory,category,total,e_ij_max,target
1.0,24.0,23.0,6.3076923076923075,4.284023668639053,8.0,1.0,92.0,91.0,72.38461538461539,25.56213017751479,87.0,1.00794,51.9961,50.98816,12.76202,9.024363076923077,15.9994,14.01,2180.0,2165.99,267.0938461538462,351.70745562130185,54.8,1.0,16.0,15.0,8.307692307692308,7.100591715976331,16.0,1.0,4.0,3.0,1.8461538461538463,0.5207100591715976,2.0,31.0,139.0,108.0,70.38461538461539,28.28402366863905,66.0,0.98,3.44,2.46,2.5430769230769235,0.8279289940828403,3.44,1.0,2.0,1.0,1.4615384615384615,0.4970414201183432,2.0,0.0,4.0,4.0,1.8461538461538463,1.9881656804733727,4.0,0.0,5.0,5.0,0.38461538461538464,0.7100591715976331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.6923076923076925,2.485207100591716,6.0,0.0,1.0,1.0,0.5384615384615384,0.4970414201183432,0.0,0.0,2.0,2.0,0.9230769230769231,0.9940828402366864,2.0,5.0,5.0,0.38461538461538464,0.7100591715976331,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.8461538461538463,0.7810650887573964,2.0,6.615,16.5933333333,9.978333333299998,9.651282051276922,2.3727416173491114,9.105,0.0,7.853,7.853,2.4163076923076923,3.345656804733728,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,118.07692307692308,97.9171597633136,12.0,0.6396264534867206,0.9184,572.1393051257905,267.0938461538462,3.6923076923076925,6.307692307692308,20.375498461538463,55.2,0.6136675165891897,43.14615384615385,0.5821021209318604,10.0167,24.4833,ortho222,CAT A,"[[0.0, 0.0, 0.0, -0.093, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.346, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.162]]",0.34555,"[-0.093, -0.346, -0.162]"
14.0,68.0,54.0,28.714285714285715,18.73469387755102,16.0,5.0,88.0,83.0,67.14285714285714,26.938775510204085,88.0,28.0855,167.259,139.1735,65.21570741428572,48.49515344897959,32.065,301.59,1770.0,1468.41,758.8614285714286,554.0791836734694,388.36,1.0,16.0,15.0,11.714285714285714,5.551020408163266,16.0,3.0,6.0,3.0,3.857142857142857,1.2244897959183674,3.0,105.0,244.0,139.0,137.71428571428572,45.02040816326531,105.0,0.79,2.58,1.79,2.0357142857142856,0.6220408163265306,2.58,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244898,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,1.7142857142857142,2.9387755102040813,0.0,1.0,14.0,13.0,6.142857142857143,2.2448979591836737,6.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,4.0,4.0,1.7142857142857142,0.9795918367346939,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2857142857142857,0.4897959183673469,1.0,4.0,3.0,2.142857142857143,0.5306122448979591,2.0,20.44,115.765,95.325,38.5625,22.05785714285715,25.786875,0.0,2.202,2.202,1.3687142857142856,0.9523265306122449,2.202,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,132.85714285714286,71.83673469387756,70.0,0.5623511034042414,0.6957,621.9342403160891,763.4328571428571,4.571428571428571,28.71428571428571,28.831428571428567,25.199999999999996,1.31871985798804,41.5,0.13280366075330485,9.5922,30.3322,ortho222,CAT A,"[[0.0, 0.0, 0.0, 0.025, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.024, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.025]]",0.02539,"[0.025, -0.024, 0.025]"
3.0,74.0,71.0,18.444444444444443,17.358024691358025,8.0,1.0,87.0,86.0,69.0,24.0,87.0,6.941,183.84,176.899,42.187086666666666,42.74937925925926,15.9994,54.8,3695.0,3640.2,803.0544444444445,1075.3091358024692,54.8,1.0,16.0,15.0,12.0,5.333333333333333,16.0,2.0,6.0,4.0,2.7777777777777777,1.2098765432098766,2.0,66.0,164.0,98.0,94.44444444444444,37.92592592592593,66.0,0.98,3.44,2.46,2.842222222222222,0.7970370370370371,3.44,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,4.0,4.0,0.8888888888888888,1.382716049382716,0.0,0.0,14.0,14.0,1.5555555555555556,2.765432098765432,0.0,1.0,20.0,19.0,6.888888888888889,2.9135802469135808,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,6.0,6.0,1.3333333333333333,2.0740740740740744,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.888888888888889,1.604938271604938,2.0,9.105,18.18,9.075,11.717037037033334,3.4827160493777773,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,84.33333333333333,96.44444444444444,12.0,0.6970768977654618,0.906,1318.0503231592666,803.0544444444444,5.333333333333334,18.444444444444443,34.35105333333333,90.26222222222222,0.970110615974874,51.74444444444444,0.7828882659261713,8.3366,17.1565,tetra-42m,CAT A,"[[0.0, 0.0, 0.0, 2.361, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 2.361, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.273]]",2.361125,"[2.361, 0.273]"
14.0,78.0,64.0,44.0,22.666666666666668,14.0,44.0,78.0,34.0,61.666666666666664,11.777777777777779,44.0,28.0855,195.084,166.9985,104.79783333333334,60.19077777777778,28.0855,1687.0,2128.0,441.0,1952.1333333333332,176.75555555555562,1687.0,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,4.0,3.0,6.0,3.0,4.666666666666667,1.111111111111111,3.0,111.0,175.0,64.0,140.66666666666666,22.888888888888886,111.0,1.33,2.28,0.9499999999999997,1.8366666666666667,0.3377777777777777,1.33,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,2.0,2.0,0.6666666666666666,0.8888888888888888,0.0,0.0,9.0,9.0,3.6666666666666665,3.555555555555556,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,4.0,24.0,20.0,10.666666666666666,8.888888888888888,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,1.3333333333333333,1.7777777777777777,0.0,8.0,8.0,3.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.666666666666667,2.2222222222222223,2.0,15.02,23.195,8.175,19.551666666666666,3.021111111111112,15.02,0.0,0.773,0.773,0.25766666666666665,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,215.33333333333334,14.22222222222222,194.0,0.2414089617436411,0.3904,190.78199309392093,1952.1333333333332,6.0,44.0,81.66666666666666,127.85333333333332,0.5840708621702251,45.916666666666664,0.2511760015677415,9.1339,156.7284,cubic,CAT A,"[[0.0, 0.0, 0.0, -0.914, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.914, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.914]]",0.913542361970375,-0.914
8.0,73.0,65.0,24.6,22.440000000000005,8.0,9.0,87.0,78.0,66.0,25.6,87.0,15.9994,180.94788,164.94848,57.748175,56.787165,15.9994,54.8,3290.0,3235.2,673.48,742.4159999999999,54.8,2.0,16.0,14.0,10.8,6.24,16.0,2.0,6.0,4.0,3.3,1.6199999999999999,2.0,66.0,215.0,149.0,112.9,56.279999999999994,66.0,0.89,3.44,2.55,2.544,1.0752,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,3.0,3.0,0.4,0.64,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,2.0,19.0,17.0,6.2,2.56,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,9.0,9.0,1.6,2.56,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.8,2.0799999999999996,2.0,9.105,63.59,54.485,19.61275,12.90785,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.75999999999999,12.0,0.7167162706171967,1.1068,978.8535710717921,673.48,4.8,24.6,24.815948000000002,60.396,0.8049757478865563,36.74,0.49114566522134145,10.2057,19.8677,cubic,CAT A,"[[0.0, 0.0, 0.0, -0.235, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.235, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.235]]",0.23468,-0.235
8.0,52.0,44.0,19.666666666666668,15.555555555555555,8.0,87.0,90.0,3.0,87.83333333333333,1.1111111111111096,87.0,15.9994,127.6,111.6006,45.09293333333333,38.791377777777775,15.9994,54.8,722.66,667.86,239.30999999999997,246.01333333333332,54.8,16.0,16.0,0.0,16.0,0.0,16.0,2.0,5.0,3.0,2.8333333333333335,1.1111111111111112,2.0,66.0,138.0,72.0,87.0,28.0,66.0,2.1,3.44,1.3399999999999999,3.0683333333333334,0.4955555555555555,3.44,2.0,2.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,10.0,9.333333333333334,4.444444444444445,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,9.105,34.7633333333,25.658333333299996,16.183888888883335,9.438518518511112,9.105,0.0,0.799,0.799,0.21050000000000002,0.2806666666666667,0.0,0.0,0.0,0.0,0.0,0.0,12.0,152.0,140.0,35.666666666666664,38.77777777777778,12.0,0.44756667305908393,0.5414,269.1560820416288,239.30999999999997,6.0,19.666666666666664,0.6043866666666666,47.92333333333333,0.37989448680510207,32.449999999999996,0.5044783901318787,7.2129,36.0077,orthomm2,CAT B,"[[0.0, 0.0, 0.0, 0.0, -1.751, 0.0], [0.0, 0.0, 0.0, 0.284, 0.0, 0.0], [0.401, 0.221, 0.747, 0.0, 0.0, 0.0]]",1.750741725387,"[-1.751, 0.284, 0.401, 0.221, 0.747]"
16.0,29.0,13.0,22.444444444444443,5.827160493827161,16.0,43.0,88.0,45.0,72.33333333333333,13.925925925925926,64.0,32.065,63.546,31.481,47.81233333333333,13.99762962962963,32.065,388.36,1941.0,1552.6399999999999,991.7244444444445,536.3239506172839,388.36,4.0,16.0,12.0,12.444444444444445,3.1604938271604937,11.0,3.0,4.0,1.0,3.5555555555555554,0.4938271604938272,3.0,105.0,160.0,55.0,123.11111111111111,16.098765432098766,105.0,1.54,2.58,1.04,2.1622222222222223,0.3713580246913581,1.9,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,0.0,0.0,10.0,10.0,4.666666666666667,4.740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,8.0,2.6666666666666665,6.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,0.0,8.0,8.0,0.8888888888888888,1.5802469135802468,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.2222222222222223,1.2839506172839508,1.0,11.07,25.786875,14.716874999999998,18.235277777777778,6.71253086419753,11.07,0.0,2.202,2.202,0.9786666666666667,1.0874074074074072,0.0,2.25333333333e-05,2.25333333333e-05,2.5037037037e-06,4.451028806577778e-06,0.0,70.0,225.0,155.0,152.66666666666666,73.48148148148148,70.0,0.26590720723578676,0.3888,566.9877606578492,991.7244444444443,8.0,22.444444444444443,180.31333333333333,77.86666666666666,0.8141240967419235,45.666666666666664,0.04572979593482362,8.0227,113.4646,tetra-42m,CAT A,"[[0.0, 0.0, 0.0, -0.18, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.18, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.027]]",0.180090932636303,"[-0.18, -0.027]"
9.0,14.0,5.0,10.0,1.6,9.0,78.0,93.0,15.0,90.0,4.8,93.0,18.9984032,28.0855,9.087096800000001,20.815822559999997,2.9078709759999994,18.9984032,53.5,1687.0,1633.5,380.2,522.72,53.5,14.0,17.0,3.0,16.4,0.9600000000000009,17.0,2.0,3.0,1.0,2.2,0.3200000000000001,2.0,57.0,111.0,54.0,67.8,17.279999999999998,57.0,1.9,3.98,2.08,3.564,0.6656,3.98,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,3.0,4.4,0.9599999999999997,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,6.4,0.9599999999999997,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.9600000000000002,1.0,9.7075,20.44,10.732500000000002,11.854,3.4344,9.7075,0.773,1.97,1.197,1.7306000000000001,0.38303999999999994,1.97,0.0,0.0,0.0,0.0,0.0,15.0,227.0,212.0,57.4,67.84,15.0,0.49462365591397855,0.832,653.388,380.22400000000005,6.4,10.0,30.02216,62.848000000000006,0.29557026476578413,43.75,0.0,4.1603,17.0051,cubic,CAT A,"[[0.0, 0.0, 0.0, -0.071, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.071, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.071]]",0.071137137142924,-0.071
4.0,33.0,29.0,21.0,12.0,33.0,67.0,84.0,17.0,78.25,5.75,84.0,9.012182,74.9216,65.909418,46.7352205,28.1863795,74.9216,1090.0,1687.0,597.0,1356.75,266.75,1090.0,2.0,15.0,13.0,11.5,4.75,15.0,2.0,4.0,2.0,3.25,0.75,4.0,96.0,119.0,23.0,111.25,7.75,119.0,1.57,2.18,0.6100000000000001,1.9575,0.2225000000000001,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,10.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,9.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,7.89,22.175,14.285,18.17,5.14,22.175,0.0,0.773,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,166.0,227.0,61.0,188.25,22.25,166.0,0.011521402267642089,0.2512,270.50265710340074,1356.75,4.0,21.0,110.0,68.5,0.696267726813926,65.8125,0.5806400143132134,8.6442,65120.2501,tetra-42m,CAT A,"[[0.0, 0.0, 0.0, 0.132, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.132, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.127]]",0.131505,"[0.132, 0.127]"
3.0,26.0,23.0,10.714285714285714,5.3061224489795915,8.0,1.0,87.0,86.0,68.85714285714286,23.346938775510203,87.0,6.941,55.845,48.903999999999996,22.124157142857143,11.337767346938774,15.9994,54.8,1811.0,1756.2,595.8414285714287,658.9477551020409,54.8,1.0,16.0,15.0,12.428571428571429,4.530612244897959,16.0,2.0,4.0,2.0,2.4285714285714284,0.6122448979591836,2.0,66.0,132.0,66.0,90.71428571428571,28.244897959183675,66.0,0.98,3.44,2.46,2.6385714285714283,0.9159183673469388,3.44,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244898,4.0,0.0,6.0,6.0,0.8571428571428571,1.4693877551020407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,5.285714285714286,1.5918367346938775,6.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,4.0,4.0,1.7142857142857142,0.9795918367346939,2.0,4.0,4.0,0.5714285714285714,0.9795918367346939,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.4285714285714284,0.8979591836734693,2.0,9.105,20.44,11.335,12.026190476185715,3.708843537408163,9.105,0.0,0.773,0.773,0.11042857142857143,0.1893061224489796,0.0,2.1106628,2.1106628,0.30152325714285716,0.5168970122448979,0.0,12.0,229.0,217.0,104.71428571428571,105.9591836734694,12.0,0.5635559970385551,0.9651,742.4234178962948,595.8414285714285,5.285714285714286,10.714285714285714,45.015188571428574,70.74857142857142,0.6642206467007821,43.56428571428572,0.4773405000412596,9.5922,30.2026,orthomm2,CAT B,"[[0.0, 0.0, 0.0, 0.0, -0.184, 0.0], [0.0, 0.0, 0.0, -0.12, 0.0, 0.0], [-0.134, -0.106, 0.65, 0.0, 0.0, 0.0]]",0.671869272031398,"[-0.184, -0.12, -0.134, -0.106, 0.65]"
23.0,52.0,29.0,39.75,12.25,52.0,46.0,90.0,44.0,74.75,15.25,90.0,50.9415,127.6,76.6585,93.99743749999999,33.6025625,127.6,722.66,2183.0,1460.3400000000001,1143.3687499999999,420.70875,722.66,5.0,16.0,11.0,12.75,3.25,16.0,4.0,5.0,1.0,4.5,0.5,5.0,132.0,153.0,21.0,137.625,4.21875,138.0,1.63,2.1,0.4700000000000002,1.96625,0.1337500000000001,2.1,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.0,2.0,4.0,3.0,10.0,7.0,9.125,1.53125,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,12.75,3.25,16.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.0,1.0,2.0,7.0,7.0,0.875,1.53125,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.25,1.1875,2.0,11.07,34.7633333333,23.693333333299996,23.15916666665,11.604166666649999,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.464,0.0,0.0,0.0,0.0,0.0,152.0,229.0,77.0,189.0,37.0,152.0,0.1189283303672526,0.1572,490.7545508305935,1143.3687499999999,7.75,39.75,155.375,105.0,0.38539081086282484,31.875,0.4981318425521483,8.1005,572.7151,cubic,CAT A,"[[0.0, 0.0, 0.0, 0.207, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.207, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.207]]",0.207283333333333,0.207
8.0,24.0,16.0,12.0,6.0,8.0,49.0,87.0,38.0,77.5,14.25,87.0,15.9994,51.9961,35.9967,24.998575,13.498762499999998,15.9994,54.8,2180.0,2125.2,586.1,796.95,54.8,6.0,16.0,10.0,13.5,3.75,16.0,2.0,4.0,2.0,2.5,0.75,2.0,66.0,139.0,73.0,84.25,27.375,66.0,1.66,3.44,1.78,2.995,0.6675,3.44,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,3.0,1.5,4.0,0.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.5,0.75,2.0,5.0,5.0,1.25,1.875,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.0,1.5,2.0,9.105,11.19,2.084999999999999,9.62625,0.7818749999999999,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,66.25,81.375,12.0,0.6592967590100888,0.7708,920.2385940613447,586.1,6.0,12.0,23.519935,80.17,0.5749017336835204,61.5625,0.5011517565047006,4.6753,10.7558,orthomm2,CAT B,"[[0.0, 0.0, 0.0, 0.0, 0.253, 0.0], [0.0, 0.0, 0.0, 0.02, 0.0, 0.0], [0.119, 0.004, 0.885, 0.0, 0.0, 0.0]]",0.892959207019,"[0.253, 0.02, 0.119, 0.004, 0.885]"
8.0,50.0,42.0,25.2,19.84,8.0,78.0,87.0,9.0,83.6,3.626666666666667,87.0,15.9994,118.71,102.7106,57.889379999999996,48.656496,15.9994,54.8,1687.0,1632.2,343.72533333333325,308.1870222222222,54.8,14.0,16.0,2.0,15.066666666666666,0.9955555555555555,16.0,2.0,5.0,3.0,3.2666666666666666,1.3866666666666667,2.0,66.0,139.0,73.0,98.2,34.34666666666667,66.0,1.9,3.44,1.54,2.7453333333333334,0.7409777777777777,3.44,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.066666666666667,0.9955555555555555,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,10.0,9.066666666666666,3.9466666666666668,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.933333333333333,0.9955555555555555,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.933333333333333,0.9955555555555555,2.0,9.105,33.285,24.179999999999996,19.532666666666668,11.122844444444443,9.105,0.0,0.773,0.773,0.051533333333333334,0.09619555555555556,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,77.93333333333334,70.3288888888889,12.0,0.5129879370864232,0.7428,418.6025630414712,343.72533333333337,5.066666666666666,25.2,36.814175999999996,58.432,0.19356679472518803,33.45,0.3771262234778286,7.3355,27.8752,hextetramm,CAT B,"[[0.0, 0.0, 0.0, 0.0, 0.221, 0.0], [0.0, 0.0, 0.0, 0.221, 0.0, 0.0], [0.144, 0.144, -0.33, 0.0, 0.0, 0.0]]",0.3870771768007,"[0.221, 0.144, -0.33]"
4.0,7.0,3.0,6.0,1.0,7.0,67.0,82.0,15.0,77.0,5.0,82.0,9.012182,14.0067,4.994518000000001,12.2590705,1.7476295000000004,14.0067,63.05,3823.0,3759.95,1377.275,1314.225,63.05,2.0,15.0,13.0,11.5,4.75,15.0,2.0,2.0,0.0,2.0,0.0,2.0,71.0,96.0,25.0,78.5,8.75,71.0,1.57,3.04,1.47,2.55,0.49000000000000005,3.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.5,1.25,3.0,5.64,14.76875,9.12875,10.766875,4.001875,14.76875,0.0,6.437,6.437,4.3425,2.17125,6.437,0.0,0.0,0.0,0.0,0.0,194.0,194.0,0.0,194.0,0.0,194.0,0.31754883062918865,0.6001,1529.4792661638144,1371.525,4.0,6.0,82.512915,67.53,0.5483618785185239,65.8125,0.5806400143132134,8.6442,85.7246,tetra-42m,CAT A,"[[0.0, 0.0, 0.0, 0.422, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.422, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.029]]",0.421820111991606,"[0.422, 0.029]"
