,x_comp,y_comp,"[Zr, Hg]","[Sc, Y]","[Ti, Hf]","[Zr, Hf]","[Ta, Nb]","[B, Er]","[Nb, Sc]"
0,0.0,0.0,1.4385576248168945,1.4385576248168945,1.4385576248168945,1.4385576248168945,1.4385576248168945,1.4385576248168945,1.4385576248168945
1,0.0,0.1,0.8615889549255371,1.1565004587173462,0.9786564707756042,0.9786564707756042,1.6586931943893433,3.5896949768066406,0.5546917915344238
2,0.0,0.2,0.8007539510726929,1.6104342937469482,1.988236427307129,1.988236427307129,2.2444136142730713,3.563727617263794,0.5289559364318848
3,0.0,0.3,0.9314873218536377,2.0111236572265625,2.8228423595428467,2.8228423595428467,2.6639089584350586,3.7203989028930664,0.5233537554740906
4,0.0,0.4,1.227447748184204,2.210489511489868,3.2407960891723633,3.2407960891723633,2.9620022773742676,3.8776800632476807,0.4738066792488098
5,0.0,0.5,1.4464457035064697,2.2602481842041016,3.2836875915527344,3.2836875915527344,3.101698875427246,3.9639830589294434,0.4256850481033325
6,0.0,0.6,1.6301584243774414,2.2941091060638428,3.259006977081299,3.259006977081299,3.1404879093170166,3.933661937713623,0.4002160429954529
7,0.0,0.7,1.7929773330688477,2.3002874851226807,3.2239577770233154,3.2239577770233154,3.1597342491149902,3.9526374340057373,0.420163631439209
8,0.0,0.8,1.953045129776001,2.303147315979004,3.19938325881958,3.19938325881958,3.1699695587158203,3.9540796279907227,0.4634450376033783
9,0.1,0.0,0.4909933805465698,0.5546917915344238,0.12084716558456421,0.4909933805465698,0.9103958010673523,0.8655260801315308,1.6586931943893433
10,0.2,0.0,0.6945350170135498,0.5289559364318848,0.4136728048324585,0.6945350170135498,1.2557297945022583,0.7310981750488281,2.2444136142730713
11,0.3,0.0,1.205244779586792,0.5233537554740906,0.652997612953186,1.205244779586792,1.5890181064605713,0.6534540057182312,2.6639089584350586
12,0.4,0.0,1.6007006168365479,0.4738066792488098,0.8291704654693604,1.6007006168365479,1.8915799856185913,0.6337975859642029,2.9620022773742676
13,0.5,0.0,1.8362069129943848,0.4256850481033325,0.9012359976768494,1.8362069129943848,2.001368284225464,0.6300362348556519,3.101698875427246
14,0.6,0.0,2.0299580097198486,0.4002160429954529,0.963004469871521,2.0299580097198486,2.0415163040161133,0.6207399368286133,3.1404879093170166
15,0.7,0.0,2.1439948081970215,0.420163631439209,0.9735660552978516,2.1439948081970215,2.033714771270752,0.6220477819442749,3.1597342491149902
16,0.8,0.0,2.193821907043457,0.4634450376033783,0.9755105972290039,2.193821907043457,2.0467751026153564,0.6335546374320984,3.1699695587158203
17,0.1,0.1,0.5330047011375427,1.5519282817840576,1.2454787492752075,1.3575947284698486,2.516878843307495,3.8509554862976074,2.844442844390869
18,0.1,0.2,0.3972882926464081,1.8292888402938843,2.048710823059082,2.2038815021514893,2.7977142333984375,3.8368701934814453,3.025975227355957
19,0.1,0.3,0.42143768072128296,2.023508310317993,2.74202823638916,2.8807668685913086,2.976644992828369,3.9633421897888184,3.1336512565612793
20,0.1,0.4,0.5779111981391907,2.0578296184539795,3.1055526733398438,3.207833766937256,3.131028413772583,4.123208999633789,3.201413154602051
21,0.1,0.5,0.6711217164993286,2.1341192722320557,3.2806835174560547,3.3176238536834717,3.239706516265869,4.117168426513672,3.246610641479492
22,0.1,0.6,0.772157609462738,2.17594838142395,3.2812256813049316,3.2942559719085693,3.3110883235931396,4.078402996063232,3.252249240875244
23,0.1,0.7,0.8724474310874939,2.1813597679138184,3.2702441215515137,3.279074192047119,3.3559858798980713,4.009407997131348,3.2684898376464844
24,0.2,0.1,0.45614269375801086,1.7110259532928467,1.475099802017212,1.6774026155471802,2.899322986602783,3.862298011779785,3.0976805686950684
25,0.3,0.1,0.47210144996643066,1.7706029415130615,1.6697325706481934,2.036590337753296,3.198469638824463,3.8712806701660156,3.2686424255371094
26,0.4,0.1,0.6468261480331421,1.7275370359420776,1.7991244792938232,2.308242082595825,3.2536396980285645,3.9079062938690186,3.363400936126709
27,0.5,0.1,0.8136900067329407,1.7053823471069336,1.8729749917984009,2.480276107788086,3.1535401344299316,3.9683403968811035,3.425931453704834
28,0.6,0.1,0.9899396300315857,1.7030123472213745,1.9599041938781738,2.579853057861328,3.067647933959961,4.038454055786133,3.490269660949707
29,0.7,0.1,1.145870327949524,1.6944905519485474,2.080782890319824,2.6895592212677,2.9700241088867188,4.105983734130859,3.539781093597412
30,0.2,0.2,0.45152702927589417,1.8610495328903198,2.1608316898345947,2.4547266960144043,3.089752197265625,3.97241473197937,3.2119216918945312
31,0.2,0.3,0.5414539575576782,1.8921661376953125,2.730381488800049,2.960435390472412,3.2282028198242188,4.018167972564697,3.265821933746338
32,0.2,0.4,0.682004451751709,1.966935396194458,3.00533127784729,3.158872127532959,3.3189289569854736,4.205618858337402,3.297483444213867
33,0.2,0.5,0.7845948934555054,2.0389556884765625,3.177792549133301,3.272644519805908,3.363649368286133,4.262511253356934,3.3444786071777344
34,0.2,0.6,0.8824017643928528,2.0636372566223145,3.292296886444092,3.310652494430542,3.3770627975463867,4.242696762084961,3.360624313354492
