,x_comp,y_comp,"[Zr, Hg]","[Sc, Y]","[Ti, Hf]","[Zr, Hf]","[Ta, Nb]","[B, Er]","[Nb, Sc]"
0,0.0,0.0,-0.533598780632019,-0.533598780632019,-0.533598780632019,-0.533598780632019,-0.533598780632019,-0.533598780632019,-0.533598780632019
1,0.0,0.1,-0.0302201509475708,0.32314592599868774,0.29612821340560913,0.29612821340560913,0.612888753414154,-0.3398362100124359,0.06906867772340775
2,0.0,0.2,-0.03798258304595947,0.24812839925289154,0.5353875756263733,0.5353875756263733,0.6976597309112549,-0.2517564594745636,0.10125428438186646
3,0.0,0.3,-0.11451415717601776,0.21383213996887207,0.5455306768417358,0.5455306768417358,0.7518221139907837,-0.21973803639411926,0.1282641887664795
4,0.0,0.4,-0.16518338024616241,0.19103246927261353,0.4690938889980316,0.4690938889980316,0.7928085923194885,-0.17745089530944824,0.15029403567314148
5,0.0,0.5,-0.1490374058485031,0.14257770776748657,0.47604864835739136,0.47604864835739136,0.829300582408905,-0.160916268825531,0.16311690211296082
6,0.0,0.6,-0.13484656810760498,0.11301279813051224,0.5259484052658081,0.5259484052658081,0.8754775524139404,-0.19492986798286438,0.16231200098991394
7,0.0,0.7,-0.12283513695001602,0.08266203850507736,0.5730084776878357,0.5730084776878357,0.9000351428985596,-0.12791843712329865,0.1550535261631012
8,0.0,0.8,-0.12193835526704788,0.04411882534623146,0.6150882840156555,0.6150882840156555,0.9125469923019409,-0.09479011595249176,0.14334076642990112
9,0.1,0.0,0.09845355153083801,0.06906867772340775,-0.27460938692092896,0.09845355153083801,0.2798232436180115,-0.3561406433582306,0.612888753414154
10,0.2,0.0,0.2087341547012329,0.10125428438186646,-0.1915125548839569,0.2087341547012329,0.3874620497226715,-0.33176466822624207,0.6976597309112549
11,0.3,0.0,0.2718089818954468,0.1282641887664795,-0.13226071000099182,0.2718089818954468,0.4622373580932617,-0.3099044859409332,0.7518221139907837
12,0.4,0.0,0.34064146876335144,0.15029403567314148,-0.10100274533033371,0.34064146876335144,0.5499100685119629,-0.27368560433387756,0.7928085923194885
13,0.5,0.0,0.3842720687389374,0.16311690211296082,-0.07257457077503204,0.3842720687389374,0.5706882476806641,-0.23965978622436523,0.829300582408905
14,0.6,0.0,0.39224565029144287,0.16231200098991394,-0.04026491940021515,0.39224565029144287,0.6339111924171448,-0.21768446266651154,0.8754775524139404
15,0.7,0.0,0.37305331230163574,0.1550535261631012,-0.032304227352142334,0.37305331230163574,0.7011533975601196,-0.19407448172569275,0.9000351428985596
16,0.8,0.0,0.36989909410476685,0.14334076642990112,-0.05429869517683983,0.36989909410476685,0.7590328454971313,-0.17212849855422974,0.9125469923019409
17,0.1,0.1,-0.372159481048584,0.2683591842651367,0.4322143495082855,0.4827955365180969,0.6326754093170166,-0.01862943172454834,0.7167947292327881
18,0.1,0.2,-0.3428785800933838,0.2494753897190094,0.5718276500701904,0.5800073742866516,0.6781598329544067,0.010178714990615845,0.6768511533737183
19,0.1,0.3,-0.2904096245765686,0.243154838681221,0.48837217688560486,0.4980112910270691,0.7132169604301453,-0.009544163942337036,0.6619930267333984
20,0.1,0.4,-0.24844849109649658,0.1838921755552292,0.437075138092041,0.4437020421028137,0.7585012912750244,-0.025902122259140015,0.6673194169998169
21,0.1,0.5,-0.22133812308311462,0.13631662726402283,0.4474121034145355,0.4585208296775818,0.7817217111587524,-0.054506123065948486,0.6764419078826904
22,0.1,0.6,-0.193397656083107,0.09895633161067963,0.49183109402656555,0.5023329257965088,0.8050525188446045,-0.09930253028869629,0.698634922504425
23,0.1,0.7,-0.1622997671365738,0.05864408612251282,0.5343093872070312,0.5421218872070312,0.8372645974159241,-0.16378888487815857,0.7119044065475464
24,0.2,0.1,-0.2695460915565491,0.2637096345424652,0.5038068890571594,0.582876443862915,0.6157611012458801,0.09089252352714539,0.7463729381561279
25,0.3,0.1,-0.2012963891029358,0.2964560389518738,0.5608792901039124,0.6245628595352173,0.6874035000801086,0.15518873929977417,0.7868161797523499
26,0.4,0.1,-0.10738420486450195,0.2804153561592102,0.5934303402900696,0.6208284497261047,0.7230429649353027,0.19877693057060242,0.8167603015899658
27,0.5,0.1,-0.01246606558561325,0.23982641100883484,0.5971996784210205,0.6225629448890686,0.7703604102134705,0.2322002351284027,0.8335204124450684
28,0.6,0.1,0.07917004078626633,0.20655174553394318,0.5850522518157959,0.6477971076965332,0.8294401168823242,0.26017093658447266,0.8479118943214417
29,0.7,0.1,0.15625886619091034,0.16698448359966278,0.5636969208717346,0.6658263206481934,0.8811916708946228,0.282899409532547,0.8602489233016968
30,0.2,0.2,-0.29759830236434937,0.2758142948150635,0.5827397108078003,0.581285834312439,0.6920940279960632,0.16713327169418335,0.7294822931289673
31,0.2,0.3,-0.2780611515045166,0.22414162755012512,0.4710769057273865,0.4860818684101105,0.7219058871269226,0.11897975206375122,0.7230940461158752
32,0.2,0.4,-0.2396395206451416,0.17309372127056122,0.44863587617874146,0.45800626277923584,0.7472186088562012,0.06468933820724487,0.729216992855072
33,0.2,0.5,-0.20627927780151367,0.12420280277729034,0.4621978998184204,0.47921761870384216,0.7717592716217041,0.042462438344955444,0.7315753698348999
34,0.2,0.6,-0.1696462482213974,0.07972152531147003,0.48925718665122986,0.5090906023979187,0.7967076897621155,0.014293134212493896,0.7439823746681213
35,0.3,0.2,-0.2399178296327591,0.25579774379730225,0.5520689487457275,0.5615586042404175,0.708413302898407,0.2543964684009552,0.7799146175384521
36,0.4,0.2,-0.17990481853485107,0.22618652880191803,0.536361575126648,0.5528151988983154,0.7319806218147278,0.30270135402679443,0.8124555349349976
37,0.5,0.2,-0.13043904304504395,0.19596247375011444,0.5248561501502991,0.5718166828155518,0.788381814956665,0.3376656770706177,0.831009030342102
38,0.6,0.2,-0.057570286095142365,0.1577710062265396,0.5209246873855591,0.5885103940963745,0.8482384085655212,0.3670092523097992,0.8419190645217896
39,0.3,0.3,-0.22930455207824707,0.20375068485736847,0.4683068096637726,0.4838423430919647,0.7304936051368713,0.19362515211105347,0.778931200504303
40,0.3,0.4,-0.19500963389873505,0.14805755019187927,0.46844005584716797,0.48798030614852905,0.7588760852813721,0.11873283982276917,0.7774533033370972
41,0.3,0.5,-0.15885215997695923,0.0970439463853836,0.4786388874053955,0.5036138296127319,0.7860395908355713,0.0943736732006073,0.776925802230835
42,0.4,0.3,-0.17476806044578552,0.17682811617851257,0.48563554883003235,0.5053554177284241,0.7548173666000366,0.24899038672447205,0.8063788414001465
43,0.5,0.3,-0.1239938884973526,0.1391444355249405,0.5016194581985474,0.5328861474990845,0.8120149374008179,0.2912963032722473,0.8275281190872192
44,0.4,0.4,-0.1521906852722168,0.11486926674842834,0.4841121733188629,0.5142304301261902,0.7821599841117859,0.1587512493133545,0.8033901453018188
