NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,track_id
5.0,0.5983516452371671,0.5614193719120624,0.555697705015874,0.5555596189584573,0.5555555783111069,13.777777777777777,32.0,9.25925925925926,33.0,1.0,8.0,76.33333333333333,85.0,17.037037037037038,92.0,7.0,87.0,29.042726666666663,73.91366,20.722537777777777,74.9216,1.00794,15.9994,353.96555555555557,1100.99,407.95185185185187,1115.0,14.01,54.8,12.222222222222221,15.0,4.814814814814815,16.0,1.0,16.0,2.5555555555555554,3.0,0.9629629629629629,4.0,1.0,2.0,86.44444444444444,145.0,35.03703703703704,176.0,31.0,66.0,2.692222222222222,2.44,0.8308641975308642,3.44,1.0,3.44,1.8888888888888888,1.0,0.19753086419753088,2.0,1.0,2.0,2.555555555555556,4.0,1.7037037037037037,4.0,0.0,4.0,2.2222222222222223,10.0,3.4567901234567904,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666666,14.0,3.037037037037037,15.0,1.0,6.0,0.1111111111111111,1.0,0.19753086419753085,1.0,0.0,0.0,1.4444444444444444,3.0,0.962962962962963,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555556,3.0,0.8148148148148149,3.0,0.0,2.0,14.005,31.155,7.096666666666667,37.77,6.615,9.105,0.8725555555555555,7.853,1.5512098765432099,7.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.22222222222223,213.0,90.24691358024691,225.0,12.0,12.0,0.2833333333333333,0.38333333333333336,0.3333333333333333,0.0,1.0,0.7742664595807831,0.26414748572403607,2269.0
3.0,0.6236095644623235,0.5503212081491045,0.5128974808990104,0.5041104334909742,0.5008612172408381,22.0,44.0,15.0,51.0,7.0,7.0,78.16666666666666,16.0,6.111111111111114,85.0,69.0,82.0,49.090016666666656,107.75330000000001,35.08331666666666,121.76,14.0067,14.0067,413.0483333333333,840.73,349.99833333333333,903.78,63.05,63.05,14.0,3.0,1.3333333333333333,15.0,12.0,15.0,3.1666666666666665,3.0,1.1666666666666665,5.0,2.0,2.0,99.33333333333333,68.0,28.333333333333332,139.0,71.0,71.0,2.4116666666666666,1.3900000000000001,0.6283333333333334,3.04,1.65,3.04,2.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.3333333333333333,3.0,0.0,3.0,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,4.0,15.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.3333333333333333,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.3333333333333333,3.0,0.0,3.0,17.297708333333333,17.599999999999998,4.754097222222221,31.56,13.96,14.76875,3.2185,6.437,3.2184999999999997,6.437,0.0,6.437,0.0,0.0,0.0,0.0,0.0,0.0,189.33333333333331,28.0,7.77777777777779,194.0,166.0,194.0,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.0,1.0,0.38308559967924805,0.16827110039732368,1227.0
3.0,0.6863485850246136,0.6461085146520509,0.636847546393112,0.6363918918735771,0.6363640977380328,19.454545454545453,33.0,14.578512396694215,41.0,8.0,8.0,65.36363636363636,79.0,27.537190082644628,87.0,8.0,87.0,43.004414545454544,76.90698,34.3700185123967,92.90638,15.9994,15.9994,725.7818181818182,2695.2,853.9768595041323,2750.0,54.8,54.8,11.454545454545455,14.0,5.785123966942148,16.0,2.0,16.0,3.090909090909091,3.0,1.3884297520661155,5.0,2.0,2.0,107.27272727272728,129.0,52.528925619834716,195.0,66.0,66.0,2.652727272727273,2.49,1.00198347107438,3.44,0.95,3.44,1.8181818181818181,1.0,0.2975206611570248,2.0,1.0,2.0,2.5454545454545454,4.0,1.8512396694214877,4.0,0.0,4.0,0.7272727272727273,4.0,1.1900826446280992,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.090909090909092,4.0,1.1570247933884295,6.0,2.0,6.0,0.18181818181818182,1.0,0.2975206611570248,1.0,0.0,0.0,1.2727272727272727,2.0,0.9256198347107438,2.0,0.0,2.0,1.0909090909090908,6.0,1.7851239669421486,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5454545454545454,7.0,1.6198347107438018,7.0,0.0,2.0,18.959545454545452,45.125,12.825619834710741,54.23,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.1818181818182,217.0,99.50413223140497,229.0,12.0,12.0,0.35714285714285715,0.5,0.14285714285714288,0.0,1.0,0.7877573323062756,0.32106057997537557,2806.0
4.0,0.648074069840786,0.6091199348919785,0.6005237760880777,0.6000397970967368,0.6000010180820754,20.400000000000002,75.0,15.040000000000001,83.0,8.0,8.0,70.6,80.0,25.440000000000005,87.0,7.0,87.0,46.00544,192.981,38.378224,208.9804,15.9994,15.9994,419.32,1060.2,437.42400000000004,1115.0,54.8,54.8,13.0,14.0,4.4,16.0,2.0,16.0,3.0,4.0,1.2,6.0,2.0,2.0,101.5,110.0,42.6,176.0,66.0,66.0,2.684,2.44,0.9071999999999999,3.44,1.0,3.44,2.0,0.0,0.0,2.0,2.0,2.0,3.0,4.0,1.2000000000000002,4.0,0.0,4.0,2.0,10.0,3.2,10.0,0.0,0.0,1.4000000000000001,14.0,2.5200000000000005,14.0,0.0,0.0,8.4,27.0,5.44,29.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.0,0.7200000000000001,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.0,0.7200000000000001,3.0,0.0,2.0,18.529500000000002,28.665000000000003,11.3094,37.77,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,213.0,81.19999999999999,225.0,12.0,12.0,0.23809523809523808,0.35714285714285715,0.23809523809523808,0.16666666666666669,1.0,0.7742664595807831,0.2936974029173114,2142.0
4.0,0.6186404847588913,0.5699919822255657,0.5567592174449368,0.5556875249643823,0.5555613920796212,14.999999999999998,51.0,12.22222222222222,56.0,5.0,8.0,72.44444444444444,78.0,16.172839506172842,87.0,9.0,87.0,33.61022222222222,126.51599999999999,29.700567901234564,137.327,10.811,15.9994,814.1966666666666,2293.2,843.774074074074,2348.0,54.8,54.8,13.222222222222221,14.0,3.0864197530864197,16.0,2.0,16.0,2.666666666666667,4.0,1.0370370370370372,6.0,2.0,2.0,93.88888888888889,149.0,35.38271604938271,215.0,66.0,66.0,2.674444444444444,2.55,0.8506172839506172,3.44,0.89,3.44,1.8888888888888888,1.0,0.19753086419753088,2.0,1.0,2.0,2.4444444444444446,4.0,1.7283950617283952,4.0,0.0,4.0,1.1111111111111112,10.0,1.9753086419753088,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.444444444444445,9.0,1.8518518518518516,11.0,2.0,6.0,0.1111111111111111,1.0,0.19753086419753085,1.0,0.0,0.0,2.2222222222222223,5.0,1.234567901234568,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.0,1.1851851851851853,5.0,0.0,2.0,14.947777777777778,56.417500000000004,10.809382716049383,63.59,7.1725,9.105,0.33866666666666667,1.524,0.5268148148148148,1.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,217.0,91.11111111111111,229.0,12.0,12.0,0.3469387755102041,0.4489795918367347,0.20408163265306123,0.0,1.0,0.8032113561415081,0.2697311685989089,2765.0
4.0,0.7071067811865476,0.6750484967253791,0.6672155306856866,0.6667102108178099,0.66666779566607,15.333333333333332,57.0,9.925925925925924,65.0,8.0,8.0,78.33333333333333,82.0,13.629629629629633,87.0,5.0,87.0,33.76214721666666,142.92595,24.922945274074067,158.92535,15.9994,15.9994,214.29944444444445,1574.2,212.66592592592593,1629.0,54.8,54.8,14.222222222222221,15.0,2.71604938271605,16.0,1.0,16.0,2.6666666666666665,4.0,0.8888888888888887,6.0,2.0,2.0,92.11111111111111,178.0,34.81481481481481,244.0,66.0,66.0,2.891111111111111,2.65,0.7318518518518519,3.44,0.79,3.44,1.9444444444444442,1.0,0.10493827160493849,2.0,1.0,2.0,3.333333333333333,4.0,0.888888888888889,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,9.0,0.9444444444444444,9.0,0.0,0.0,5.777777777777778,10.0,0.8765432098765433,11.0,1.0,6.0,0.05555555555555555,1.0,0.10493827160493827,1.0,0.0,0.0,2.0,3.0,0.4444444444444444,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,5.0,0.5246913580246914,5.0,0.0,0.0,2.333333333333333,4.0,0.5925925925925924,5.0,1.0,2.0,19.280145502638888,106.66,13.566860670185184,115.765,9.105,9.105,0.3611111111111111,1.625,0.5617283950617283,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.944444444444443,227.0,39.90123456790123,229.0,2.0,12.0,0.33653846153846156,0.576923076923077,0.0,0.08653846153846155,1.0,0.8272007909708047,0.22489502924775268,3281.0
4.0,0.693888666488711,0.6697389066833045,0.6667180990593994,0.6666676873034317,0.6666666699743009,19.777777777777775,43.0,15.703703703703702,51.0,8.0,8.0,73.44444444444444,83.0,20.641975308641975,87.0,4.0,87.0,44.35379999999999,105.76060000000001,37.80586666666666,121.76,15.9994,15.9994,493.44888888888886,2841.2,625.0849382716049,2896.0,54.8,54.8,13.11111111111111,15.0,4.271604938271604,16.0,1.0,16.0,3.0,3.0,1.3333333333333333,5.0,2.0,2.0,101.0,154.0,46.666666666666664,220.0,66.0,66.0,2.8522222222222218,2.62,0.7837037037037038,3.44,0.82,3.44,1.7777777777777777,1.0,0.34567901234567905,2.0,1.0,2.0,3.0,4.0,1.3333333333333333,4.0,0.0,4.0,1.6666666666666667,10.0,2.5925925925925926,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.444444444444445,14.0,1.9012345679012346,15.0,1.0,6.0,0.2222222222222222,1.0,0.345679012345679,1.0,0.0,0.0,1.6666666666666665,3.0,0.7407407407407408,3.0,0.0,2.0,0.5555555555555556,5.0,0.9876543209876543,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,5.0,0.9135802469135803,6.0,1.0,2.0,21.400277777777777,81.61749999999999,17.662654320987652,90.7225,9.105,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.33333333333333,217.0,87.11111111111111,229.0,12.0,12.0,0.27586206896551724,0.46551724137931033,0.25862068965517243,0.0,1.0,0.8202341305415322,0.24484044348067655,2166.0
4.0,0.5863019699779287,0.524792056726051,0.5032770731958376,0.5005648371679647,0.5000489019641984,9.875,24.0,5.3125,27.0,3.0,8.0,60.75,86.0,30.5625,87.0,1.0,87.0,20.612286875,51.992194999999995,11.4485303125,58.933195,6.941,15.9994,572.6975,1713.2,577.40125,1768.0,54.8,54.8,11.125,15.0,5.59375,16.0,1.0,16.0,2.375,2.0,0.5625,4.0,2.0,2.0,94.625,62.0,28.625,128.0,66.0,66.0,2.4375,2.46,1.0025,3.44,0.98,3.44,1.75,1.0,0.375,2.0,1.0,2.0,2.25,4.0,1.75,4.0,0.0,4.0,0.875,7.0,1.53125,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.875,8.0,2.15625,9.0,1.0,6.0,0.25,1.0,0.375,1.0,0.0,0.0,1.5,4.0,1.125,4.0,0.0,2.0,0.375,3.0,0.65625,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.125,3.0,0.6875,4.0,1.0,2.0,12.536458333325,11.335,4.00432291665625,20.44,9.105,9.105,0.096625,0.773,0.16909375000000001,0.773,0.0,0.0,0.1935589,1.5484712,0.338728075,1.5484712,0.0,0.0,115.875,217.0,103.875,229.0,12.0,12.0,0.358974358974359,0.46153846153846156,0.1794871794871795,0.0,1.0,0.7797297329475583,0.33119425732897945,209.0
3.0,0.6236095644623235,0.5503212081491045,0.5128974808990104,0.5041104334909742,0.5008612172408381,9.333333333333332,36.0,9.222222222222221,37.0,1.0,1.0,75.66666666666666,88.0,23.888888888888896,92.0,4.0,92.0,20.081736666666664,84.45985999999999,21.795354444444442,85.4678,1.00794,1.00794,77.34833333333333,298.45,78.37055555555555,312.46,14.01,14.01,6.0,15.0,6.666666666666666,16.0,1.0,1.0,2.0,4.0,1.0,5.0,1.0,1.0,74.16666666666666,189.0,48.61111111111111,220.0,31.0,31.0,2.3833333333333333,2.62,0.7044444444444443,3.44,0.82,2.2,1.3333333333333333,1.0,0.4444444444444444,2.0,1.0,1.0,1.3333333333333333,4.0,1.7777777777777777,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,5.0,2.2222222222222223,6.0,1.0,1.0,0.6666666666666666,1.0,0.4444444444444444,1.0,0.0,1.0,0.6666666666666666,2.0,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.4444444444444444,2.0,1.0,1.0,21.462916666666665,84.1075,23.086527777777775,90.7225,6.615,6.615,3.9265,7.853,3.9265,7.853,0.0,7.853,0.0,0.0,0.0,0.0,0.0,0.0,139.16666666666666,217.0,84.77777777777777,229.0,12.0,194.0,0.5,0.5,0.0,0.0,1.0,0.8202341305415322,0.2606505560841757,659.0
4.0,0.6454972243679029,0.5993305290123175,0.5850241829603193,0.5835545837199501,0.5833455266765667,42.91666666666667,37.0,12.722222222222225,66.0,29.0,34.0,71.66666666666667,58.0,21.61111111111111,89.0,31.0,89.0,101.87299999999999,98.95400000000001,33.11966666666667,162.5,63.546,78.96,864.6541666666667,1191.0,492.35888888888894,1685.0,494.0,494.0,12.166666666666668,13.0,4.777777777777778,16.0,3.0,16.0,4.583333333333334,2.0,0.7777777777777779,6.0,4.0,4.0,140.58333333333331,72.0,25.708333333333325,192.0,120.0,120.0,2.1141666666666667,1.3299999999999998,0.5084722222222222,2.55,1.22,2.55,1.9166666666666667,1.0,0.1527777777777777,2.0,1.0,2.0,2.5,4.0,1.75,4.0,0.0,4.0,7.5,10.0,3.7500000000000004,10.0,0.0,10.0,2.5,10.0,3.7500000000000004,10.0,0.0,0.0,14.416666666666668,5.0,1.847222222222222,16.0,11.0,16.0,0.08333333333333333,1.0,0.15277777777777776,1.0,0.0,0.0,1.5,4.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.5,4.0,0.0,0.0,2.583333333333333,3.0,0.9444444444444444,4.0,1.0,2.0,26.626250000000002,22.214999999999996,3.4166666666666656,33.285,11.07,25.92,0.4660833333333334,0.799,0.38840277777777776,0.799,0.0,0.799,0.0,0.0,0.0,0.0,0.0,0.0,87.16666666666667,211.0,85.36111111111111,225.0,14.0,14.0,0.1329479768786127,0.17341040462427745,0.5202312138728323,0.17341040462427745,1.0,0.35739496694406625,0.13198074920250913,2881.0
3.0,0.7114582486036499,0.6758002217303778,0.6672315521896236,0.6667105455840667,0.6666677967664446,18.444444444444443,45.0,15.358024691358024,53.0,8.0,8.0,86.88888888888889,28.0,4.1975308641975335,96.0,68.0,87.0,41.567815555555555,110.90507000000001,37.92740197530864,126.90447,15.9994,15.9994,225.05555555555554,868.2,227.00740740740738,923.0,54.8,54.8,14.666666666666666,15.0,2.814814814814815,17.0,2.0,16.0,2.7777777777777777,3.0,1.0370370370370368,5.0,2.0,2.0,90.55555555555554,75.0,32.74074074074073,141.0,66.0,66.0,3.03,2.13,0.5466666666666666,3.44,1.31,3.44,2.0,0.0,0.0,2.0,2.0,2.0,3.7777777777777777,5.0,0.8395061728395061,5.0,0.0,4.0,2.2222222222222223,10.0,3.45679012345679,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,4.0,17.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555554,2.0,0.5925925925925926,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5555555555555554,2.0,0.5925925925925926,2.0,0.0,2.0,18.172222222222224,33.91,12.089629629629629,43.015,9.105,9.105,0.236,1.062,0.3671111111111111,1.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.77777777777777,182.0,42.37037037037037,194.0,12.0,12.0,0.25,0.4722222222222222,0.2777777777777778,0.0,1.0,0.6783286799695526,0.16037136596560514,2463.0
3.0,0.6782329983125268,0.6248799769526243,0.6037190412142994,0.6006677156890837,0.6000585690081267,12.600000000000001,50.0,8.880000000000003,57.0,7.0,8.0,78.1,74.0,13.020000000000005,87.0,13.0,87.0,27.692197,124.89877000000001,22.2426546,138.90547,14.0067,15.9994,171.095,1138.2,204.38099999999997,1193.0,54.8,54.8,14.399999999999999,13.0,2.280000000000001,16.0,3.0,16.0,2.4000000000000004,4.0,0.7200000000000003,6.0,2.0,2.0,81.6,141.0,25.079999999999995,207.0,66.0,66.0,3.0860000000000003,2.34,0.4247999999999999,3.44,1.1,3.44,2.0,0.0,0.0,2.0,2.0,2.0,3.3,4.0,0.8400000000000001,4.0,0.0,4.0,0.1,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3999999999999995,3.0,0.7200000000000001,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0999999999999996,3.0,0.5399999999999998,3.0,0.0,2.0,0.9,9.0,1.62,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.2000000000000002,9.0,2.0,2.0,13.583375,27.7925,5.37405,36.8975,9.105,9.105,1.9311,6.437,2.7035400000000003,6.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.8,182.0,87.36,194.0,12.0,12.0,0.3703703703703704,0.6111111111111112,0.01851851851851852,0.0,1.0,0.7456133690005962,0.1401728204774239,1148.0
3.0,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,32.25,52.0,17.875,68.0,16.0,16.0,68.75,53.0,19.25,88.0,35.0,88.0,73.73374999999999,135.194,46.76262499999999,167.259,32.065,32.065,976.1225,1381.6399999999999,587.7625,1770.0,388.36,388.36,11.5,13.0,4.5,16.0,3.0,16.0,4.0,3.0,1.0,6.0,3.0,3.0,132.75,84.0,28.125,189.0,105.0,105.0,2.075,1.34,0.5050000000000001,2.58,1.24,2.58,1.75,1.0,0.375,2.0,1.0,2.0,2.0,4.0,2.0,4.0,0.0,4.0,2.5,10.0,3.75,10.0,0.0,0.0,3.0,12.0,4.5,12.0,0.0,0.0,9.25,8.0,3.25,14.0,6.0,6.0,0.25,1.0,0.375,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,0.75,2.0,0.0,0.0,1.75,1.0,0.375,2.0,1.0,2.0,23.307187499999998,19.515,6.1185937500000005,30.585,11.07,25.786875,1.101,2.202,1.101,2.202,0.0,2.202,0.0,0.0,0.0,0.0,0.0,0.0,139.75,155.0,69.75,225.0,70.0,70.0,0.1891891891891892,0.21621621621621623,0.2702702702702703,0.32432432432432434,1.0,0.36167007150492503,0.13060713483968073,1208.0
4.0,0.5291502622129182,0.44479601811386316,0.4072336009280796,0.40132602504149084,0.40011703329081433,16.8,27.0,6.16,30.0,3.0,16.0,49.800000000000004,87.0,38.24,88.0,1.0,88.0,35.10986,58.43899999999999,13.703432,65.38,6.941,32.065,451.924,356.15,97.0088,692.68,336.53,388.36,9.200000000000001,15.0,6.5600000000000005,16.0,1.0,16.0,3.2,2.0,0.6400000000000001,4.0,2.0,3.0,132.60000000000002,98.0,28.160000000000014,203.0,105.0,105.0,1.722,1.7600000000000002,0.6864000000000001,2.58,0.82,2.58,1.6,1.0,0.48000000000000004,2.0,1.0,2.0,1.6,4.0,1.9200000000000002,4.0,0.0,4.0,2.0,10.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.200000000000001,11.0,3.3600000000000003,12.0,1.0,6.0,0.4,1.0,0.48000000000000004,1.0,0.0,0.0,0.8,2.0,0.9600000000000001,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,2.0,0.6400000000000001,2.0,0.0,2.0,31.04675,59.14666666669999,16.82396666668,73.1066666667,13.96,25.786875,0.8808,2.202,1.0569600000000001,2.202,0.0,2.202,0.0,0.0,0.0,0.0,0.0,0.0,158.4,159.0,70.72,229.0,70.0,70.0,0.3076923076923077,0.3076923076923077,0.3846153846153846,0.0,1.0,0.5390197137891665,0.2146474568102341,2519.0
3.0,0.6226998490772391,0.5432789229659131,0.49250172076412113,0.4731966729796665,0.4593318728835943,16.285714285714285,13.0,3.0612244897959173,27.0,14.0,14.5,77.28571428571428,25.0,5.510204081632658,83.0,58.0,80.5,33.73014014285714,30.847694999999998,7.200872816326527,58.933195,28.0855,29.529631000000002,1111.557142857143,1450.7,680.7918367346938,1768.0,317.3,1002.15,13.714285714285714,6.0,1.3469387755102047,15.0,9.0,14.5,3.1428571428571423,1.0,0.24489795918367308,4.0,3.0,3.0,111.42857142857142,19.0,4.16326530612244,126.0,107.0,109.0,2.0214285714285714,0.31000000000000005,0.14448979591836736,2.19,1.88,2.045,2.0,0.0,0.0,2.0,2.0,2.0,2.142857142857143,3.0,0.7346938775510203,3.0,0.0,2.5,1.0,7.0,1.7142857142857142,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857142,5.0,1.1020408163265303,9.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.8571428571428571,4.0,0.0,3.5,0.42857142857142855,3.0,0.7346938775510203,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,1.0,0.4897959183673469,4.0,3.0,3.5,19.896530612228574,12.325238095200001,2.757580174922448,22.5702380952,10.245,21.5051190476,1.0277142857142856,1.625,0.5119591836734694,1.625,0.0,1.199,0.2212101714285714,1.5484712,0.3792174367346939,1.5484712,0.0,0.0,125.85714285714285,225.0,106.16326530612244,227.0,2.0,114.5,0.38888888888888895,0.4166666666666667,0.19444444444444448,0.0,1.0,0.02373869707974785,0.01056186598480021,465.0
2.0,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,10.0,3.0,1.3333333333333333,11.0,8.0,11.0,30.333333333333332,85.0,37.77777777777777,87.0,2.0,2.0,20.659646186666667,6.990369280000001,3.1068307911111117,22.98976928,15.9994,22.98976928,265.5133333333333,316.07,140.47555555555556,370.87,54.8,370.87,6.0,15.0,6.666666666666666,16.0,1.0,1.0,2.6666666666666665,1.0,0.4444444444444445,3.0,2.0,3.0,132.66666666666666,100.0,44.44444444444444,166.0,66.0,166.0,1.7666666666666666,2.51,1.1155555555555554,3.44,0.93,0.93,1.3333333333333333,1.0,0.4444444444444444,2.0,1.0,1.0,1.3333333333333333,4.0,1.7777777777777777,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,5.0,2.2222222222222223,6.0,1.0,1.0,0.6666666666666666,1.0,0.4444444444444444,1.0,0.0,1.0,0.6666666666666666,2.0,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,0.4444444444444444,2.0,1.0,1.0,22.530555555533333,20.1383333333,8.950370370355555,29.2433333333,9.105,29.2433333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.66666666666666,217.0,96.44444444444444,229.0,12.0,229.0,0.5,0.5,0.0,0.0,1.0,0.792997622442975,0.35244338775243333,751.0
