NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,track_id
2.0,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,17.0,4.0,2.0,19.0,15.0,17.0,43.0,80.0,40.0,83.0,3.0,43.0,35.036031,8.124538000000001,4.062269000000001,39.0983,30.973762,35.036031,326.91499999999996,19.22999999999996,9.61499999999998,336.53,317.3,326.91499999999996,8.0,14.0,7.0,15.0,1.0,8.0,3.5,1.0,0.5,4.0,3.0,3.5,155.0,96.0,48.0,203.0,107.0,155.0,1.505,1.37,0.685,2.19,0.82,1.505,1.5,1.0,0.5,2.0,1.0,1.5,1.5,3.0,1.5,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,5.0,1.0,3.0,0.5,1.0,0.5,1.0,0.0,0.5,1.5,3.0,1.5,3.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,47.838452380949995,50.5364285715,25.26821428575,73.1066666667,22.5702380952,47.838452380949995,0.8125,1.625,0.8125,1.625,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,115.5,227.0,113.5,229.0,2.0,115.5,0.5,0.5,0.0,0.0,0.0,0.3745131672148889,0.18725658360744446,493.0
4.0,0.6105579948610593,0.5566767089155773,0.54021852882744,0.5386776042894359,0.5384729888251669,11.23076923076923,16.0,4.745562130177515,19.0,3.0,8.0,60.38461538461539,86.0,35.62130177514793,87.0,1.0,87.0,22.936863384615386,32.1573,9.932016473372782,39.0983,6.941,15.9994,190.88307692307694,398.89,146.55100591715976,453.69,54.8,54.8,11.23076923076923,15.0,6.295857988165681,16.0,1.0,16.0,2.615384615384616,2.0,0.7573964497041421,4.0,2.0,2.0,108.69230769230771,137.0,46.49704142011835,203.0,66.0,66.0,2.453846153846154,2.62,1.0620118343195266,3.44,0.82,3.44,1.6923076923076923,1.0,0.4260355029585799,2.0,1.0,2.0,2.6153846153846154,4.0,1.6094674556213018,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.307692307692308,5.0,2.0355029585798814,6.0,1.0,6.0,0.3076923076923077,1.0,0.4260355029585799,1.0,0.0,0.0,1.5384615384615383,3.0,0.9467455621301776,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8461538461538463,2.0,0.5207100591715976,3.0,1.0,2.0,26.522216117215386,64.00166666669999,21.500515638223668,73.1066666667,9.105,9.105,0.25,1.625,0.42307692307692313,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.23076923076924,227.0,93.39644970414201,229.0,2.0,12.0,0.39285714285714285,0.6071428571428572,0.0,0.0,1.0,0.8202341305415322,0.35608754783644825,1121.0
3.0,0.6123724356957945,0.538608672507971,0.5060993646249713,0.5011086692289443,0.5000975705253322,17.0,29.0,14.0,32.0,3.0,3.0,37.5,78.0,36.5,79.0,1.0,1.0,37.9755,65.699,31.0345,72.64,6.941,6.941,702.865,757.71,254.26750000000004,1211.4,453.69,453.69,7.0,13.0,6.0,14.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,124.5,8.0,3.5,128.0,120.0,128.0,1.4049999999999998,1.0299999999999998,0.42499999999999993,2.01,0.98,0.98,1.5,1.0,0.5,2.0,1.0,1.0,0.5,2.0,0.75,2.0,0.0,0.0,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,6.0,14.0,1.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,4.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.0,1.25,4.0,0.0,1.0,17.53791666665,9.044999999999998,2.7335416666749994,23.005,13.96,16.5933333333,0.09575,0.383,0.143625,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.25,35.0,12.625,229.0,194.0,229.0,0.21428571428571427,0.07142857142857142,0.7142857142857143,0.0,0.0,0.23296665194444455,0.08876597582873633,2129.0
2.0,0.7071067811865476,0.6299605249474366,0.5743491774985174,0.5520447568369062,0.5358867312681466,17.5,3.0,1.5,19.0,16.0,17.5,45.5,85.0,42.5,88.0,3.0,45.5,35.581649999999996,7.033300000000004,3.516650000000002,39.0983,32.065,35.581649999999996,362.445,51.83000000000004,25.91500000000002,388.36,336.53,362.445,8.5,15.0,7.5,16.0,1.0,8.5,3.5,1.0,0.5,4.0,3.0,3.5,154.0,98.0,49.0,203.0,105.0,154.0,1.7,1.7600000000000002,0.8800000000000001,2.58,0.82,1.7,1.5,1.0,0.5,2.0,1.0,1.5,2.0,4.0,2.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,5.0,2.5,6.0,1.0,3.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,0.5,2.0,1.0,1.5,49.446770833349994,47.3197916667,23.65989583335,73.1066666667,25.786875,49.446770833349994,1.101,2.202,1.101,2.202,0.0,1.101,0.0,0.0,0.0,0.0,0.0,0.0,149.5,159.0,79.5,229.0,70.0,149.5,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,0.5390197137891665,0.26950985689458323,3122.0
2.0,0.7905694150420949,0.7591472429689157,0.7506162703470459,0.7500489811920582,0.7500012701219063,16.5,22.0,8.25,33.0,11.0,11.0,22.5,82.0,30.75,84.0,2.0,2.0,35.97272696,51.931830719999994,19.47443652,74.9216,22.98976928,22.98976928,550.6525,719.13,269.67375000000004,1090.0,370.87,370.87,4.5,14.0,5.25,15.0,1.0,1.0,3.25,1.0,0.375,4.0,3.0,3.0,154.25,47.0,17.625,166.0,119.0,166.0,1.2425000000000002,1.25,0.4687500000000001,2.18,0.93,0.93,1.25,1.0,0.375,2.0,1.0,1.0,0.75,3.0,1.125,3.0,0.0,0.0,2.5,10.0,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,14.0,5.25,15.0,1.0,1.0,0.75,1.0,0.375,1.0,0.0,1.0,0.75,3.0,1.125,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,0.75,3.0,1.0,1.0,27.476249999975,7.0683333333,2.6506249999875005,29.2433333333,22.175,29.2433333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.25,63.0,23.625,229.0,166.0,229.0,0.2777777777777778,0.16666666666666666,0.5555555555555556,0.0,1.0,0.32336615383827105,0.12126230768935164,36.0
4.0,0.5291502622129182,0.44479601811386316,0.4072336009280796,0.40132602504149084,0.40011703329081433,23.2,66.0,19.92,73.0,7.0,8.0,62.20000000000001,80.0,27.759999999999998,87.0,7.0,87.0,53.406276000000005,166.94118,51.01664160000001,180.94788,14.0067,15.9994,915.53,3235.2,1029.576,3290.0,54.8,54.8,10.8,14.0,5.84,16.0,2.0,16.0,3.2,4.0,1.44,6.0,2.0,2.0,109.80000000000001,110.0,50.56,176.0,66.0,66.0,2.484,2.44,0.9872000000000001,3.44,1.0,3.44,2.0,0.0,0.0,2.0,2.0,2.0,2.2,4.0,1.76,4.0,0.0,4.0,0.6000000000000001,3.0,0.96,3.0,0.0,0.0,2.8000000000000003,14.0,4.48,14.0,0.0,0.0,7.6000000000000005,17.0,4.5600000000000005,19.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4000000000000001,3.0,1.12,3.0,0.0,2.0,1.4000000000000001,7.0,2.24,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,7.0,1.7599999999999998,7.0,0.0,2.0,17.77375,28.665000000000003,8.137,37.77,9.105,9.105,1.2874,6.437,2.0598400000000003,6.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.40000000000003,217.0,97.92,229.0,12.0,12.0,0.26315789473684204,0.28947368421052627,0.07894736842105263,0.3684210526315789,1.0,0.7742664595807831,0.3200762182763526,879.0
3.0,0.6899235559332281,0.6207036538804264,0.577343267524474,0.5641938906521912,0.5580052312226045,10.0,6.0,2.4444444444444446,13.0,7.0,8.0,81.11111111111111,14.0,6.609053497942386,87.0,73.0,87.0,20.39980091111111,12.9748386,5.362897376131688,26.9815386,14.0067,15.9994,413.08222222222224,878.6700000000001,424.01967078189296,933.47,54.8,54.8,14.74074074074074,3.0,1.4183813443072704,16.0,13.0,16.0,2.4074074074074074,1.0,0.4828532235939643,3.0,2.0,2.0,88.59259259259258,55.0,26.406035665294922,121.0,66.0,66.0,2.6796296296296296,1.8299999999999998,0.8715500685871056,3.44,1.61,3.44,2.0,0.0,0.0,2.0,2.0,2.0,2.740740740740741,3.0,1.4183813443072704,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7407407407407405,3.0,1.4183813443072704,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.259259259259259,3.0,1.4183813443072704,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.259259259259259,3.0,1.4183813443072704,5.0,2.0,2.0,12.31939814814815,7.375,3.571553497942387,16.48,9.105,9.105,0.2384074074074074,6.437,0.4591550068587106,6.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.51851851851852,213.0,103.90946502057614,225.0,12.0,12.0,0.421875,0.5781250000000001,0.0,0.0,1.0,0.5670898161093587,0.27039948814161674,3228.0
5.0,0.529150262212918,0.4447960181138631,0.39589667271717516,0.3798053779078348,0.36987450289454654,7.4,67.0,5.232,68.0,1.0,1.0,84.32,57.0,7.244800000000002,92.0,35.0,92.0,15.695702399999998,166.25106,12.319430272,167.259,1.00794,1.00794,863.0236,3808.99,1256.548672,3823.0,14.01,14.01,9.600000000000001,15.0,6.719999999999999,16.0,1.0,1.0,1.7999999999999998,5.0,0.5760000000000001,6.0,1.0,1.0,60.72,158.0,21.398400000000002,189.0,31.0,31.0,2.6955999999999998,2.2,0.5315199999999999,3.44,1.24,2.2,1.6400000000000001,1.0,0.4608,2.0,1.0,1.0,1.92,4.0,1.536,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,12.0,0.9215999999999999,12.0,0.0,0.0,4.04,13.0,2.2048,14.0,1.0,1.0,0.36,1.0,0.4608,1.0,0.0,1.0,1.6800000000000002,4.0,1.344,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.0,0.15360000000000001,2.0,0.0,0.0,2.12,3.0,0.8928,4.0,1.0,1.0,8.8279,24.945,2.8684480000000008,30.585,5.64,6.615,4.2412399999999995,7.853,3.0536928000000003,7.853,0.0,7.853,0.0,0.0,0.0,0.0,0.0,0.0,135.76000000000002,182.0,79.2064,194.0,12.0,194.0,0.40594059405940597,0.4752475247524752,0.0,0.1188118811881188,1.0,0.7018027205701127,0.14708265378366198,2745.0
4.0,0.5863019699779287,0.524792056726051,0.5032770731958376,0.5005648371679647,0.5000489019641984,22.75,25.0,7.6875,41.0,16.0,16.0,66.25,85.0,21.75,88.0,3.0,88.0,48.419585,60.84138,18.68490625,92.90638,32.065,32.065,919.43875,2413.4700000000003,676.8059375,2750.0,336.53,388.36,11.5,15.0,4.5,16.0,1.0,16.0,3.625,2.0,0.625,5.0,3.0,3.0,131.375,98.0,26.375,203.0,105.0,105.0,2.0675,1.7600000000000002,0.5125000000000001,2.58,0.82,2.58,1.5,1.0,0.5,2.0,1.0,2.0,2.0,4.0,2.0,4.0,0.0,4.0,3.0,10.0,3.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,10.0,2.25,11.0,1.0,6.0,0.5,1.0,0.5,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.75,6.0,1.3125,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,6.0,1.1875,7.0,1.0,2.0,27.0717708333375,62.03666666669999,11.508723958340624,73.1066666667,11.07,25.786875,1.101,2.202,1.101,2.202,0.0,2.202,0.0,0.0,0.0,0.0,0.0,0.0,148.5,159.0,78.5,229.0,70.0,70.0,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.0,1.0,0.5390197137891665,0.1429590844487333,2938.0
3.0,0.6863485850246136,0.6461085146520509,0.636847546393112,0.6363918918735771,0.6363640977380328,20.545454545454547,63.0,18.34710743801653,71.0,8.0,8.0,77.0,46.0,13.09090909090909,87.0,41.0,87.0,47.10003636363637,158.9674,46.49700495867769,174.9668,15.9994,15.9994,693.6,1881.2,813.0181818181818,1936.0,54.8,54.8,13.272727272727273,13.0,3.735537190082644,16.0,3.0,16.0,2.909090909090909,4.0,1.15702479338843,6.0,2.0,2.0,96.18181818181819,121.0,38.41322314049587,187.0,66.0,66.0,2.7654545454545456,2.17,0.8585123966942148,3.44,1.27,3.44,2.0,0.0,0.0,2.0,2.0,2.0,2.909090909090909,4.0,1.3884297520661155,4.0,0.0,4.0,0.18181818181818182,1.0,0.2975206611570248,1.0,0.0,0.0,2.5454545454545454,14.0,4.1652892561983474,14.0,0.0,0.0,7.636363636363637,13.0,3.4049586776859506,17.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.7272727272727273,4.0,0.0,2.0,1.6363636363636365,9.0,2.677685950413223,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6363636363636367,7.0,2.0826446280991737,9.0,2.0,2.0,14.758636363636363,19.759999999999998,7.195537190082644,28.865,9.105,9.105,0.14054545454545456,0.773,0.22998347107438016,0.773,0.0,0.0,4.085636363636364E-4,0.0022471,6.685586776859504E-4,0.0022471,0.0,0.0,84.18181818181819,215.0,91.86776859504133,227.0,12.0,12.0,0.2619047619047619,0.38095238095238093,0.023809523809523808,0.3333333333333333,1.0,0.6918673786849375,0.269849233817935,427.0
5.0,0.6346477588219924,0.5940480190584927,0.5840625401442946,0.5833968038444468,0.5833353146232823,14.583333333333332,51.0,11.67361111111111,56.0,5.0,8.0,73.20833333333333,78.0,16.90625,87.0,9.0,87.0,32.76589008333333,126.51599999999999,28.85811997222222,137.327,10.811,15.9994,688.2158333333334,2293.2,769.8947916666667,2348.0,54.8,54.8,13.416666666666668,14.0,3.145833333333333,16.0,2.0,16.0,2.625,4.0,0.9895833333333334,6.0,2.0,2.0,92.41666666666666,149.0,34.326388888888886,215.0,66.0,66.0,2.702916666666667,2.55,0.8599305555555555,3.44,0.89,3.44,2.0,0.0,0.0,2.0,2.0,2.0,2.666666666666667,4.0,1.5833333333333333,4.0,0.0,4.0,0.41666666666666663,10.0,0.7986111111111112,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.083333333333333,10.0,1.6458333333333335,12.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.0,1.1666666666666667,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,5.0,1.1666666666666667,5.0,0.0,2.0,16.2763640873,56.417500000000004,12.352898478833332,63.59,7.1725,9.105,0.3852083333333333,1.625,0.5778125000000001,1.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.37499999999999,227.0,83.80208333333333,229.0,2.0,12.0,0.3934426229508196,0.5245901639344263,0.08196721311475408,0.0,1.0,0.8032113561415081,0.27444076779999005,1278.0
4.0,0.5863019699779287,0.524792056726051,0.5032770731958376,0.5005648371679647,0.5000489019641984,25.25,32.0,9.25,48.0,16.0,16.0,78.625,24.0,9.46875,88.0,64.0,88.0,55.050374999999995,80.346,22.985375,112.411,32.065,32.065,759.325,969.41,412.24125000000004,1357.77,388.36,388.36,14.0,5.0,2.0,16.0,11.0,16.0,3.625,2.0,0.625,5.0,3.0,3.0,118.5,39.0,13.5,144.0,105.0,105.0,2.2275,0.8900000000000001,0.3525000000000001,2.58,1.69,2.58,1.75,1.0,0.375,2.0,1.0,2.0,2.25,4.0,1.75,4.0,0.0,4.0,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,3.0,14.0,6.0,6.0,0.25,1.0,0.375,1.0,0.0,0.0,1.5,4.0,1.125,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,4.0,0.8125,4.0,0.0,2.0,20.9734375,14.716874999999998,5.321328124999999,25.786875,11.07,25.786875,1.1488749999999999,2.202,1.053125,2.202,0.0,2.202,0.0,0.0,0.0,0.0,0.0,0.0,143.625,155.0,73.625,225.0,70.0,70.0,0.19444444444444445,0.25,0.5555555555555556,0.0,1.0,0.17965065585213402,0.061164084792218194,2163.0
5.0,0.565685424949238,0.5142563181316471,0.5011150158561509,0.5001196854466374,0.5000052579911748,12.500000000000002,15.0,4.700000000000001,23.0,8.0,9.0,60.6,91.0,37.68000000000001,93.0,2.0,93.0,26.311928528,34.942099999999996,10.0404628832,50.9415,15.9994,18.9984032,354.923,2129.5,368.8048,2183.0,53.5,53.5,10.9,16.0,7.12,17.0,1.0,17.0,2.7,2.0,0.8400000000000001,4.0,2.0,2.0,107.6,146.0,58.919999999999995,203.0,57.0,57.0,2.754,3.16,1.3632,3.98,0.82,3.98,1.7,1.0,0.42,2.0,1.0,2.0,2.9,5.0,2.3200000000000003,5.0,0.0,5.0,0.30000000000000004,3.0,0.54,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,6.0,2.34,7.0,1.0,7.0,0.30000000000000004,1.0,0.42,1.0,0.0,0.0,0.7,2.0,0.56,2.0,0.0,1.0,0.7000000000000001,7.0,1.2600000000000002,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,6.0,1.12,7.0,1.0,1.0,24.610916666669993,64.00166666669999,20.324783333337997,73.1066666667,9.105,9.7075,0.985,1.97,0.9850000000000001,1.97,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,100.30000000000001,217.0,102.96000000000001,229.0,12.0,15.0,0.34693877551020413,0.5918367346938775,0.06122448979591838,0.0,1.0,0.9176189628313963,0.42397000058639384,71.0
3.0,0.6546536707079771,0.5970484566258902,0.5750650283013602,0.5720691506685885,0.5714844049399023,24.57142857142857,20.0,8.653061224489795,37.0,17.0,17.0,64.71428571428571,90.0,34.69387755102041,94.0,4.0,94.0,54.018228571428565,50.014799999999994,21.217404081632644,85.4678,35.453,35.453,286.2857142857142,521.0799999999999,131.069387755102,692.68,171.6,171.6,11.714285714285714,16.0,6.122448979591836,17.0,1.0,17.0,3.714285714285714,2.0,0.8163265306122448,5.0,3.0,3.0,138.57142857142856,118.0,46.53061224489795,220.0,102.0,102.0,2.275714285714286,2.3400000000000003,1.0106122448979593,3.16,0.82,3.16,1.7142857142857142,1.0,0.40816326530612246,2.0,1.0,2.0,2.8571428571428568,5.0,2.4489795918367347,5.0,0.0,5.0,1.4285714285714284,10.0,2.448979591836734,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,2.8571428571428568,12.0,1.0,7.0,0.2857142857142857,1.0,0.40816326530612246,1.0,0.0,0.0,0.5714285714285714,1.0,0.4897959183673469,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,1.0,0.24489795918367346,1.0,0.0,1.0,41.91357142857142,76.76249999999999,27.89081632653061,90.7225,13.96,24.4975,1.4245714285714284,2.493,1.2210612244897958,2.493,0.0,2.493,0.0,0.0,0.0,0.0,0.0,0.0,129.71428571428572,165.0,75.10204081632654,229.0,64.0,64.0,0.2857142857142857,0.4761904761904761,0.23809523809523805,0.0,1.0,0.7456133690005964,0.3273176428862253,873.0
2.0,0.7453559924999299,0.6933612743506347,0.6707822056951861,0.667408235036379,0.6667317422407864,22.666666666666664,41.0,18.22222222222222,50.0,9.0,9.0,88.66666666666666,13.0,5.77777777777778,93.0,80.0,93.0,52.23560213333332,99.7115968,44.31626524444444,118.71,18.9984032,18.9984032,204.02666666666664,451.58,200.7022222222222,505.08,53.5,53.5,15.999999999999998,3.0,1.333333333333334,17.0,14.0,17.0,3.0,3.0,1.3333333333333333,5.0,2.0,2.0,84.33333333333333,82.0,36.44444444444444,139.0,57.0,57.0,3.3066666666666666,2.02,0.8977777777777778,3.98,1.96,3.98,2.0,0.0,0.0,2.0,2.0,2.0,3.9999999999999996,3.0,1.3333333333333335,5.0,2.0,5.0,3.333333333333333,10.0,4.444444444444445,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333332,7.0,3.1111111111111107,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.3333333333333333,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.3333333333333333,4.0,1.0,1.0,17.566666666666663,23.577499999999997,10.478888888888886,33.285,9.7075,9.7075,1.3133333333333332,1.97,0.8755555555555555,1.97,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0,57.0,126.0,56.0,141.0,15.0,15.0,0.2142857142857143,0.4285714285714286,0.35714285714285715,0.0,1.0,0.6394411175180243,0.28419605223023303,741.0
3.0,0.7071067811865476,0.6735400034370317,0.6669268801209055,0.6666782918025496,0.666666793823133,16.0,40.0,10.666666666666666,48.0,8.0,8.0,84.33333333333333,18.0,4.77777777777778,88.0,70.0,87.0,34.745599999999996,96.4116,25.888466666666663,112.411,15.9994,15.9994,200.29666666666665,539.4200000000001,193.99555555555557,594.22,54.8,54.8,15.333333333333332,4.0,1.1111111111111118,16.0,12.0,16.0,2.6666666666666665,3.0,0.8888888888888888,5.0,2.0,2.0,85.5,78.0,26.0,144.0,66.0,66.0,3.005,1.75,0.58,3.44,1.69,3.44,2.0,0.0,0.0,2.0,2.0,2.0,3.333333333333333,4.0,1.1111111111111112,4.0,0.0,4.0,1.6666666666666665,10.0,2.7777777777777777,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,1.6666666666666665,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666665,2.0,0.5555555555555556,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666665,2.0,0.5555555555555556,2.0,0.0,2.0,13.616979166666667,16.681874999999998,6.015972222222222,25.786875,9.105,9.105,0.367,2.202,0.6116666666666666,2.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.99999999999999,182.0,53.33333333333333,194.0,12.0,12.0,0.2857142857142857,0.47619047619047616,0.23809523809523808,0.0,1.0,0.5349568118659437,0.16637379497617918,1458.0
4.0,0.6263307827602812,0.582139257627935,0.572023945450671,0.5714711622935482,0.5714295945803444,8.523809523809524,22.0,3.1383219954648522,25.0,3.0,8.0,69.47619047619047,86.0,22.893424036281182,87.0,1.0,87.0,17.654032857142855,47.997045,7.101716598639454,54.938045,6.941,15.9994,968.9842857142856,3768.2,1192.0089795918366,3823.0,54.8,54.8,12.619047619047619,15.0,4.390022675736962,16.0,1.0,16.0,2.1904761904761902,2.0,0.34467120181405875,4.0,2.0,2.0,83.71428571428572,73.0,23.183673469387756,139.0,66.0,66.0,2.7390476190476187,2.46,0.8010884353741496,3.44,0.98,3.44,1.857142857142857,1.0,0.24489795918367357,2.0,1.0,2.0,2.6666666666666665,4.0,1.5238095238095237,4.0,0.0,4.0,0.47619047619047616,5.0,0.8616780045351473,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.5238095238095237,7.0,1.0,6.0,0.14285714285714285,1.0,0.24489795918367346,1.0,0.0,0.0,1.9047619047619047,4.0,0.9070294784580499,4.0,0.0,2.0,0.47619047619047616,5.0,0.8616780045351473,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5238095238095237,4.0,1.0340136054421767,5.0,1.0,2.0,9.646436781604763,10.953333333299998,2.1450465243501133,16.5933333333,5.64,9.105,0.8563809523809525,4.496,1.3865215419501133,4.496,0.0,0.0,2.9535303776666664E-5,3.10120689655E-4,5.344483540539682E-5,3.10120689655E-4,0.0,0.0,97.19047619047619,217.0,97.36054421768706,229.0,12.0,12.0,0.3714285714285714,0.5333333333333333,0.09523809523809523,0.0,0.0,0.7797297329475583,0.26587510467482417,2361.0
