formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group
Sr2CuSi2O7,mp-15748,"[[0.0, 0.0, 0.0, -0.132, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.351, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.351]]",0.35121,717,0,Tetragonal,-42m
BaSi6N8O,mp-557414,"[[0.0, 0.0, 0.0, 0.0, -0.244, 0.0], [0.0, 0.0, 0.0, 0.445, 0.0, 0.0], [-0.607, 0.618, -1.221, 0.0, 0.0, 0.0]]",1.497362510893306,718,0,Orthorhombic,mm2
H7ClO3,mp-625151,"[[0.158, -0.034, -0.131, 0.0, -0.012, 0.0], [0.0, 0.0, 0.0, 0.109, 0.0, 0.042], [0.048, 0.061, 0.068, 0.0, 0.011, 0.0]]",0.20929465456319904,719,0,Monoclinic,m
ScAgS2,mp-1094066,"[[0.0, 0.0, 0.0, 0.0, 0.348, 0.371], [0.371, -0.371, 0.0, 0.348, 0.0, 0.0], [0.205, 0.205, -0.5, 0.0, 0.0, 0.0]]",0.6299019829502399,720,0,Trigonal,3m
Li3CrO4,mp-850964,"[[2.03, -0.003, 1.93, 0.0, -0.009, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.156], [-0.008, 0.0, 0.0, 0.0, 1.428, 0.0]]",2.801326750677089,721,0,Orthorhombic,mm2
Na2MgSiO4,mp-6426,"[[0.002, -0.088, 0.069, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.08], [0.0, 0.0, 0.0, 0.0, 0.169, 0.0]]",0.16875999999999997,722,0,Orthorhombic,mm2
InGeCl3,mp-998569,"[[0.0, 0.0, 0.0, 0.0, 0.027, 0.019], [0.019, -0.019, 0.0, 0.027, 0.0, 0.0], [0.073, 0.073, 0.0, 0.0, 0.0, 0.0]]",0.10277122846400162,723,0,Trigonal,3m
Li2Ge2O5,mp-7998,"[[0.0, 0.0, 0.0, 0.0, -0.163, 0.0], [0.0, 0.0, 0.0, -0.185, 0.0, 0.0], [-0.356, -0.323, 0.459, 0.0, 0.0, 0.0]]",0.6648224089935598,724,0,Orthorhombic,mm2
Er3TaO7,mp-755898,"[[0.0, 0.0, 0.0, -0.207, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.014, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.272]]",0.27206999999999987,725,0,Orthorhombic,222
RePbClO4,mp-560625,"[[0.0, 0.0, 0.0, 0.0, 2.751, 0.0], [0.0, 0.0, 0.0, 0.728, 0.0, 0.0], [0.758, 0.834, 1.096, 0.0, 0.0, 0.0]]",2.75077,726,0,Orthorhombic,mm2
SrCu2SnS4,mp-16988,"[[-0.254, 0.254, 0.0, -0.047, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.047, 0.254], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.3626645920722128,727,0,Trigonal,32
HgSO4,mp-3228,"[[0.275, -0.199, 0.024, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.25], [0.0, 0.0, 0.0, 0.0, 0.106, 0.0]]",0.3407820976812015,728,0,Orthorhombic,mm2
KSrVO4,mp-556966,"[[0.0, 0.0, 0.0, -0.105, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.027, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.031]]",0.10540999999999999,729,0,Orthorhombic,222
CrAgSe2,mp-3532,"[[0.0, 0.0, 0.0, 0.0, -0.164, 0.159], [0.159, -0.159, 0.0, -0.164, 0.0, 0.0], [0.008, 0.008, -0.184, 0.0, 0.0, 0.0]]",0.2781618958414554,730,0,Trigonal,3m
FeCl3,mp-583463,"[[0.0, 0.0, 0.0, 0.172, 0.0, 0.01], [0.01, -0.01, 0.0, 0.0, -0.172, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.17252719356033813,731,0,Trigonal,32
LiBO2,mp-14232,"[[0.0, 0.0, 0.0, -0.022, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.989]]",0.9892466274535017,732,0,Tetragonal,-42m
RbLaSi(CN2)4,mp-568228,"[[0.0, -1.1, 1.101, 1.232, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.302, 0.014], [0.0, 0.0, 0.0, 0.0, -0.014, -0.302]]",1.9847267613162891,733,0,Tetragonal,-4
Nb3Sb2Te5,mp-569571,"[[0.0, 0.0, 0.0, -0.06, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.06, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.06]]",0.05969667795083918,734,0,Cubic,-43m
Ba4LiNb3O12,mp-18274,"[[0.0, 0.0, 0.0, 0.0, -0.198, 0.0], [0.0, 0.0, 0.0, -0.198, 0.0, 0.0], [-0.345, -0.345, -0.635, 0.0, 0.0, 0.0]]",0.8006441411763559,735,0,Hexagonal,6mm
MgH12SeO9,mp-504894,"[[0.074, -0.074, 0.0, 0.051, -0.091, -0.064], [-0.064, 0.064, 0.0, -0.091, -0.051, -0.074], [-0.186, -0.186, 0.27, 0.0, 0.0, 0.0]]",0.37669390592444235,736,0,Trigonal,3
Li2Nb4ZnO12,mp-756793,"[[-0.831, -0.312, 0.463, 0.077, -0.148, -4.353], [-2.252, -2.72, 2.134, 0.842, -0.047, -0.499], [-2.166, -0.845, 4.741, -0.214, -0.023, -0.344]]",6.619654498331825,737,0,Triclinic,1
CN2,mp-1009818,"[[0.0, 0.0, 0.0, 0.0, -0.865, 0.0], [0.0, 0.0, 0.0, 0.865, 0.0, 0.0], [-1.211, 1.211, 0.0, 0.0, 0.0, 0.0]]",1.7132702333403216,738,0,Tetragonal,-42m
LiNb(TeO4)3,mp-754519,"[[-0.257, 0.045, -0.009, -0.046, 0.014, -0.184], [9.762, 2.239, 0.58, -4.673, -0.849, -4.19], [5.949, 1.612, -0.627, -2.71, -0.351, -2.202]]",13.807122904909972,739,0,Triclinic,1
MgO,mp-549706,"[[0.0, 0.0, 0.0, 0.0, -0.317, 0.0], [0.0, 0.0, 0.0, -0.317, 0.0, 0.0], [-0.769, -0.769, 2.257, 0.0, 0.0, 0.0]]",2.5050651409494558,740,0,Hexagonal,6mm
Na2BeSiO4,mp-560829,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.622], [-0.523, -0.088, 0.038, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.006, 0.0, 0.0]]",0.62159,741,0,Orthorhombic,mm2
Fe4O3F5,mp-753217,"[[0.161, -0.003, 0.465, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.033], [0.0, 0.0, 0.0, 0.0, 0.421, 0.0]]",0.49203509254930156,742,0,Orthorhombic,mm2
LiCaUF8,mp-632402,"[[0.0, 0.0, 0.0, -0.257, -0.111, 0.0], [0.0, 0.0, 0.0, 0.111, -0.257, 0.0], [0.085, -0.085, 0.0, 0.0, 0.0, 0.178]]",0.2795648041599657,743,0,Tetragonal,-4
K2SbSO4F3,mp-554643,"[[0.0, 0.0, 0.0, -0.102, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.169, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.01]]",0.16893999999999998,744,0,Orthorhombic,222
GaN5O14,mp-541950,"[[0.0, 0.0, 0.0, -0.076, 0.0, -0.063], [0.096, -0.205, 0.086, 0.0, -0.129, 0.0], [0.0, 0.0, 0.0, 0.082, 0.0, 0.068]]",0.2745294893885032,745,0,Monoclinic,2
SmSnAu,mp-13305,"[[0.0, 0.0, 0.0, -0.447, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.447, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.447]]",0.44717999999999997,746,0,Cubic,-43m
Na6PbO5,mp-563025,"[[-2.74, -1.733, -1.733, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.031], [0.0, 0.0, 0.0, 0.0, -0.031, 0.0]]",3.6760360934299863,747,0,Tetragonal,4mm
AlAs,mp-2172,"[[0.0, 0.0, 0.0, -0.076, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.076, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.076]]",0.07633333333333349,748,0,Cubic,-43m
Na2O,mp-776952,"[[-0.8, 0.8, 0.0, 0.139, -0.17, -0.044], [-0.044, 0.044, 0.0, -0.17, -0.139, 0.8], [-2.339, -2.339, -9.619, 0.0, 0.0, 0.0]]",10.172073716428086,749,0,Trigonal,3
Li5Ti(SiO4)2,mp-760462,"[[0.0, 0.0, 0.0, -0.007, 0.0, 0.228], [-0.038, 0.099, -0.02, 0.0, 0.05, 0.0], [0.0, 0.0, 0.0, -0.042, 0.0, 0.103]]",0.2512027837678097,750,0,Monoclinic,2
NbO2F,mp-752467,"[[-3.901, -0.637, 0.318, 0.0, -0.962, 0.0], [0.0, 0.0, 0.0, -1.185, 0.0, 0.067], [2.681, -2.572, -2.653, 0.0, -1.154, 0.0]]",5.329545940562271,751,0,Monoclinic,m
CaBe3O4,mp-754739,"[[-0.257, 0.257, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.257], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.36292962592142647,752,0,Hexagonal,-6m2
NaS,mp-409,"[[-0.058, 0.058, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.058], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.08261835948725471,753,0,Hexagonal,-6m2
BaNa4O3,mp-756084,"[[0.0, 0.0, 0.0, 0.0, 0.11, -0.41], [-0.113, 0.242, 0.378, 0.138, 0.0, 0.0], [-0.003, 0.103, 0.519, 0.147, 0.0, 0.0]]",0.7155204675578225,754,0,Monoclinic,m
Ca3(AlN2)2,mp-29820,"[[0.0, 0.0, 0.0, 0.043, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.02]]",0.04294,755,0,Orthorhombic,222
ScNb(NiSn)2,mp-1219274,"[[0.0, 0.0, 0.0, 0.0, 0.105, -0.175], [-0.175, 0.175, 0.0, 0.105, 0.0, 0.0], [0.126, 0.126, -0.103, 0.0, 0.0, 0.0]]",0.26932045779953023,756,0,Trigonal,3m
Mg(InTe2)2,mp-1222182,"[[0.0, 0.0, 0.0, -0.505, -0.029, 0.0], [0.0, 0.0, 0.0, 0.029, -0.505, 0.0], [-0.011, 0.011, 0.0, 0.0, 0.0, -0.548]]",0.5483130283881515,757,0,Tetragonal,-4
TlClO3,mp-29738,"[[0.0, 0.0, 0.0, 0.0, 0.399, -0.149], [-0.149, 0.149, 0.0, 0.399, 0.0, 0.0], [0.138, 0.138, 0.637, 0.0, 0.0, 0.0]]",0.6663297626550988,758,0,Trigonal,3m
ThSnPt,mp-19886,"[[0.0, 0.0, 0.0, 0.49, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.49, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.49]]",0.4897066666666663,759,0,Cubic,-43m
KTcCl3,mp-28408,"[[-0.027, -0.025, 0.005, 0.0, -0.017, 0.0], [0.0, 0.0, 0.0, -0.477, 0.0, 0.168], [-0.017, -0.033, 0.002, 0.0, -0.01, 0.0]]",0.5054533783644144,760,0,Monoclinic,m
TlIO3,mp-22981,"[[0.0, 0.0, 0.0, 0.0, 1.544, -0.306], [-0.306, 0.306, 0.0, 1.544, 0.0, 0.0], [0.342, 0.342, 1.551, 0.0, 0.0, 0.0]]",1.6244821877139801,761,0,Trigonal,3m
LiSbTe2WO12,mp-754339,"[[0.21, -0.055, 0.181, -0.041, -0.003, -0.01], [0.003, 0.1, 0.094, -0.059, -0.059, 0.233], [-0.029, -0.111, 0.105, 0.003, -0.08, 0.128]]",0.3366685598573689,762,0,Triclinic,1
CsNb(BO3)2,mp-6257,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.099], [0.659, -0.063, 0.034, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.093, 0.0, 0.0]]",0.6630542186729528,763,0,Orthorhombic,mm2
Ag5SbS4,mp-4004,"[[0.026, -0.167, 0.212, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.216], [0.0, 0.0, 0.0, 0.0, -0.136, 0.0]]",0.27112532378957144,764,0,Orthorhombic,mm2
FeOF,mp-675006,"[[0.0, 0.0, 0.0, 0.085, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.085, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.084705,765,0,Tetragonal,422
LiTiPCO7,mp-25418,"[[0.0, 0.0, 0.0, 0.006, 0.0, 0.066], [0.091, 0.084, 0.018, 0.0, -0.019, 0.0], [0.0, 0.0, 0.0, -0.129, 0.0, -0.018]]",0.13136046466995707,766,0,Monoclinic,2
Li3Y3ZrO8,mp-755289,"[[0.0, 0.0, 0.0, -0.264, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.504, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.563]]",0.56333,767,0,Orthorhombic,222
Li3Fe2(SiO4)2,mp-850922,"[[-0.94, 0.112, -0.056, 0.054, 0.071, 0.018], [-0.14, -0.029, -0.281, 0.074, 0.053, 0.181], [0.314, 0.229, 0.667, -0.105, 0.187, 0.065]]",1.0797789309478525,768,0,Triclinic,1
Ni(IO3)2,mp-755246,"[[0.0, 0.0, 0.0, 0.027, 0.0, -0.921], [-0.649, -1.012, -0.553, 0.0, 0.06, 0.0], [0.0, 0.0, 0.0, -0.815, 0.0, 0.022]]",1.3243077387301239,769,0,Monoclinic,2
Li2ZnCdP2,mp-1222618,"[[0.0, 0.0, 0.0, 0.0, -0.01, -0.038], [-0.038, 0.038, 0.0, -0.01, 0.0, 0.0], [-0.086, -0.086, 0.377, 0.0, 0.0, 0.0]]",0.3960430495539595,770,0,Trigonal,3m
NaLi2AsO4,mp-9066,"[[0.0, 0.0, 0.0, 0.0, -0.376, 0.0], [0.0, 0.0, 0.0, -0.358, 0.0, 0.0], [-0.347, -0.554, 0.905, 0.0, 0.0, 0.0]]",1.1166258161980673,771,0,Orthorhombic,mm2
Ti3H2O7,mp-626566,"[[-0.742, 0.029, 0.316, 0.021, -0.163, 0.236], [-0.041, -0.28, -0.182, 0.014, -0.05, 0.003], [-0.206, -0.092, -0.275, -0.019, 0.003, -0.024]]",0.8603541109083934,772,0,Triclinic,1
P2S2O3,mp-3667,"[[0.0, 0.0, 0.0, 0.0, -0.024, 0.0], [0.0, 0.0, 0.0, 0.024, 0.0, 0.0], [-0.024, 0.024, 0.0, 0.0, 0.0, 0.0]]",0.03350271929261862,773,0,Tetragonal,-42m
BaLaMgRuO6,mp-39249,"[[0.0, 0.0, 0.0, -0.674, -0.502, 0.0], [0.0, 0.0, 0.0, 0.502, -0.674, 0.0], [-0.48, 0.48, 0.0, 0.0, 0.0, -0.249]]",0.8407421195140636,774,0,Tetragonal,-4
CrHO2,mp-24040,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.421], [-0.865, -0.702, -0.491, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.017, 0.0, 0.0]]",1.2169516476836701,775,0,Orthorhombic,mm2
Na6ZnSe4,mp-1024047,"[[0.0, 0.0, 0.0, 0.0, 0.156, 0.0], [0.0, 0.0, 0.0, 0.156, 0.0, 0.0], [0.149, 0.149, -0.388, 0.0, 0.0, 0.0]]",0.44183169314298276,776,0,Hexagonal,6mm
Na2Zn2Si2O7,mp-6507,"[[0.0, 0.0, 0.0, 0.0, 0.413, 0.0], [0.0, 0.0, 0.0, -0.059, 0.0, 0.0], [0.038, 0.025, -0.458, 0.0, 0.0, 0.0]]",0.4599230835694158,777,0,Orthorhombic,mm2
Sm2AlNO3,mp-1025276,"[[0.0, 0.0, 0.0, 0.0, -0.91, 0.0], [0.0, 0.0, 0.0, -0.91, 0.0, 0.0], [0.108, 0.108, -2.4, 0.0, 0.0, 0.0]]",2.404338269108571,778,0,Tetragonal,4mm
NaS2,mp-12180,"[[0.0, 0.0, 0.0, 0.222, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.222, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.098]]",0.2219231112259231,779,0,Tetragonal,-42m
TaTl3(SeS)2,mp-1217825,"[[0.0, 0.0, 0.0, 0.0, -0.275, 0.0], [0.0, 0.0, 0.0, 0.076, 0.0, 0.0], [-0.101, 0.323, -0.487, 0.0, 0.0, 0.0]]",0.5929175609644227,780,0,Orthorhombic,mm2
SnF2,mp-7457,"[[0.0, 0.0, 0.0, 0.043, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.043, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.043000000000000003,781,0,Tetragonal,422
Ga2HgSe4,mp-4730,"[[0.0, 0.0, 0.0, 0.095, -0.098, 0.0], [0.0, 0.0, 0.0, 0.098, 0.095, 0.0], [-0.016, 0.016, 0.0, 0.0, 0.0, 0.109]]",0.13667799122673222,782,0,Tetragonal,-4
YAgSe2,mp-1188559,"[[0.0, 0.0, 0.0, -0.127, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.199, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.092]]",0.19896999999999998,783,0,Orthorhombic,222
BiPbF5,mp-35795,"[[-2.671, -1.831, -1.091, 0.083, 0.352, 0.011], [0.335, 0.476, -0.017, -0.175, -0.455, -1.162], [0.291, -0.069, -1.38, -0.746, -1.392, -0.409]]",3.4888030166697006,784,0,Triclinic,1
RbH3O2,mp-28264,"[[-0.073, 0.092, 0.152, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.526], [0.0, 0.0, 0.0, 0.0, -0.042, 0.0]]",0.52601,785,0,Orthorhombic,mm2
Ho3CuSiS7,mp-17486,"[[0.0, 0.0, 0.0, -0.093, -0.299, 0.0], [0.0, 0.0, 0.0, -0.299, 0.093, 0.0], [-0.419, -0.419, 1.562, 0.0, 0.0, 0.0]]",1.670381831206014,786,0,Hexagonal,6
Mg2SnWO6,mp-1047188,"[[0.555, -0.176, 0.523, 0.083, -0.513, 0.109], [0.178, 1.083, -0.937, -0.235, -0.358, 0.472], [-0.145, -0.179, -1.043, -0.066, 0.347, 0.575]]",1.8090771722365093,787,0,Triclinic,1
BaMo4(PO8)2,mp-557147,"[[0.0, 0.0, 0.0, 0.074, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.074, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.097]]",0.09678999999999999,788,0,Tetragonal,-42m
AgH4WS4N,mp-643431,"[[0.0, 0.045, -0.045, -0.081, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.003, 0.02], [0.0, 0.0, 0.0, 0.0, -0.02, 0.003]]",0.1032546025608544,789,0,Tetragonal,-4
K3VO4,mp-19052,"[[0.0, 0.0, 0.0, 0.402, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.402, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.484]]",0.48353999999999986,790,0,Tetragonal,-42m
Na2O2,mp-2340,"[[0.192, -0.192, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.192], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.27207701231934267,791,0,Hexagonal,-6m2
Rb7NbAs4,mp-18440,"[[0.0, 0.0, 0.0, 0.0, 0.165, 0.0], [0.0, 0.0, 0.0, -0.097, 0.0, 0.0], [-0.014, -0.195, -0.086, 0.0, 0.0, 0.0]]",0.2134649165553909,792,0,Orthorhombic,mm2
Zn3GaB6PO12,mp-39215,"[[0.0, 0.0, 0.0, 0.0, 0.023, 0.09], [0.09, -0.09, 0.0, 0.023, 0.0, 0.0], [0.009, 0.009, -0.221, 0.0, 0.0, 0.0]]",0.22098521489004497,793,0,Trigonal,3m
LiVN2,mp-1029932,"[[0.0, 0.0, 0.0, 0.0, 0.062, 0.0], [0.0, 0.0, 0.0, 0.259, 0.0, 0.0], [-0.345, 0.096, 0.777, 0.0, 0.0, 0.0]]",0.8556230303118307,794,0,Orthorhombic,mm2
Li2Ti3ZnO8,mp-774797,"[[0.0, 0.0, 0.0, 0.058, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.058, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.058]]",0.05830000000000001,795,0,Cubic,23
Tm2WO6,mp-773512,"[[0.0, 0.0, 0.0, 0.655, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.007, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.232]]",0.6545899999999999,796,0,Orthorhombic,222
CaNdTiMnO6,mp-41742,"[[-0.027, 0.099, 0.182, 0.0, -0.069, 0.0], [0.0, 0.0, 0.0, 1.292, 0.0, -0.79], [-0.765, -2.019, 0.22, 0.0, -0.166, 0.0]]",2.1773499954564683,797,0,Monoclinic,m
BaCa(GaO2)4,mp-561446,"[[0.0, 0.0, 0.0, 0.0, -0.142, 0.0], [0.0, 0.0, 0.0, 0.202, 0.0, 0.0], [0.046, -0.043, 1.108, 0.0, 0.0, 0.0]]",1.1099140316258733,798,0,Orthorhombic,mm2
ReH3O5,mp-626800,"[[-0.234, -0.174, 0.029, 0.076, -0.091, 0.214], [0.272, 0.196, 0.055, 0.036, -0.053, -0.043], [0.063, 0.053, -0.037, 0.09, -0.002, 0.047]]",0.4846035304869567,799,0,Triclinic,1
Li15Cr2N9,mp-530262,"[[-0.074, 0.096, 0.024, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.01], [0.0, 0.0, 0.0, 0.0, -0.035, 0.0]]",0.12387508990914997,800,0,Orthorhombic,mm2
Ti3(BiO3)4,mp-23427,"[[4.653, 2.114, 3.295, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.037], [0.0, 0.0, 0.0, 0.0, 3.984, 0.0]]",6.080634777111509,801,0,Orthorhombic,mm2
RbCr5S8,mp-1539137,"[[-0.082, 0.008, 0.007, 0.0, -0.049, 0.0], [0.0, 0.0, 0.0, -0.092, 0.0, 0.03], [0.048, -0.005, -0.012, 0.0, 0.026, 0.0]]",0.11122389380038951,802,0,Monoclinic,m
Cd4GeS6,mp-5151,"[[-0.204, 0.164, 0.122, 0.0, 0.057, 0.0], [0.0, 0.0, 0.0, 0.154, 0.0, 0.194], [0.097, 0.075, -0.21, 0.0, 0.084, 0.0]]",0.32598958657622906,803,0,Monoclinic,m
Zr3GeO8,mp-27888,"[[0.0, 0.0, 0.0, 2.519, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 2.519, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.787]]",2.5188750000000004,804,0,Tetragonal,-42m
Li2V(PO4)2,mp-583836,"[[-1.202, -0.286, -0.295, 0.0, 0.726, 0.0], [0.0, 0.0, 0.0, 0.112, 0.0, 0.042], [-0.207, 0.076, -0.156, 0.0, 0.307, 0.0]]",1.502249808236987,805,0,Monoclinic,m
Nb2O5,mp-10426,"[[0.0, 0.0, 0.0, 1.267, 0.0, -0.409], [-1.728, -1.399, -0.795, 0.0, 0.145, 0.0], [0.0, 0.0, 0.0, -1.711, 0.0, 0.066]]",2.3651781698956107,806,0,Monoclinic,2
Rb2CoO3,mp-761568,"[[0.0, 0.0, 0.0, 0.0, -0.092, 0.0], [0.0, 0.0, 0.0, 1.486, 0.0, 0.0], [-0.005, 0.414, 0.294, 0.0, 0.0, 0.0]]",1.4861699999999998,807,0,Orthorhombic,mm2
Hf3N2O3,mp-761033,"[[0.367, 0.096, 0.033, 0.0, -0.087, 0.0], [0.0, 0.0, 0.0, -0.161, 0.0, 0.082], [-0.084, -0.296, -0.191, 0.0, -0.006, 0.0]]",0.4564044437327036,808,0,Monoclinic,m
BeCl2,mp-569030,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.000924580986189081,809,0,Trigonal,32
MnHgC4(SN)4,mp-541914,"[[0.0, 0.016, -0.016, 0.03, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.008, -0.061], [0.0, 0.0, 0.0, 0.0, 0.061, -0.008]]",0.06205030640536759,810,0,Tetragonal,-4
Na3Mo2N5,mp-1029845,"[[1.972, 0.896, 0.896, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.072, -0.063], [0.0, 0.0, 0.0, 0.0, -0.063, 0.072]]",2.343640821798425,811,0,Tetragonal,4
CaMgNiH4,mp-24052,"[[0.0, 0.0, 0.0, -0.664, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.664, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.664]]",0.6643299999999999,812,0,Cubic,23
SrH4O3,mp-626755,"[[-0.309, -0.276, 0.008, -0.056, 0.273, 0.348], [0.497, 0.924, 0.272, 0.291, 0.102, 0.008], [-0.317, 0.545, -1.008, 0.097, -0.115, 0.063]]",1.240466677609653,813,0,Triclinic,1
FeSbO4,mp-761281,"[[-0.139, -0.149, -0.149, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.022], [0.0, 0.0, 0.0, 0.0, 0.022, 0.0]]",0.2521871037543355,814,0,Tetragonal,4mm
P4PtF12,mp-555863,"[[0.0, 0.0, 0.0, 0.042, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.042, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.042]]",0.042012835110153926,815,0,Cubic,-43m
Ag2Te,mp-684798,"[[0.367, -0.275, -0.043, 0.0, -0.099, 0.0], [0.0, 0.0, 0.0, 0.451, 0.0, -0.558], [-0.62, -1.29, -0.587, 0.0, 0.68, 0.0]]",1.6903884072259645,816,0,Monoclinic,m
NbCl3O,mp-556422,"[[0.0, 0.0, 0.0, -0.009, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.00874,817,0,Tetragonal,-42m
AlPO4,mp-7848,"[[0.0, 0.0, 0.0, -0.039, 0.114, 0.0], [0.0, 0.0, 0.0, -0.114, -0.039, 0.0], [0.277, -0.277, 0.0, 0.0, 0.0, -0.16]]",0.42333864476309746,818,0,Tetragonal,-4
Li2MnF4,mp-777589,"[[0.0, 0.0, 0.0, -0.042, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.042, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.0417,819,0,Tetragonal,422
NaNiIO6,mp-545399,"[[0.0, 0.0, 0.0, -0.303, 0.0, 0.519], [0.519, -0.519, 0.0, 0.0, 0.303, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.794421401264883,820,0,Trigonal,32
KBi(PS3)2,mp-557437,"[[0.0, 0.0, 0.0, 0.107, 0.0, -0.199], [-0.197, -0.963, -0.655, 0.0, 0.027, 0.0], [0.0, 0.0, 0.0, -0.565, 0.0, -0.037]]",1.181195959577399,821,0,Monoclinic,2
