formula_pretty,material_id,total,e_ij_max,track_id,index,crystal_system,point_group
HgHOF,mp-23844,"[[0.0, 0.0, 0.0, -0.009, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.055, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.054]]",0.055009999999999996,1,0,Orthorhombic,222
Na3VO4,mp-755436,"[[0.0, 0.0, 0.0, 0.0, 0.383, 0.0], [0.0, 0.0, 0.0, 0.415, 0.0, 0.0], [0.5, 0.493, -0.961, 0.0, 0.0, 0.0]]",1.1902299712350664,2,0,Orthorhombic,mm2
CrSnSbO6,mp-1226180,"[[0.0, 0.0, 0.0, 0.0, -0.047, 0.0], [0.0, 0.0, 0.0, -0.047, 0.0, 0.0], [-0.047, -0.047, 0.051, 0.0, 0.0, 0.0]]",0.08414266099904374,3,0,Tetragonal,4mm
Li8CoO6,mp-27920,"[[0.0, 0.0, 0.0, 0.0, 0.013, 0.0], [0.0, 0.0, 0.0, 0.013, 0.0, 0.0], [0.086, 0.086, 0.178, 0.0, 0.0, 0.0]]",0.2156056363796744,4,0,Hexagonal,6mm
Ag3Te2Au,mp-5710,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1.07694655982182e-17,5,0,Cubic,432
TaTl3S4,mp-7562,"[[0.0, 0.0, 0.0, -0.357, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.357, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.357]]",0.3565280127476408,6,0,Cubic,-43m
Li2VPO4F,mp-25403,"[[-0.128, -0.358, -0.109, 0.057, -0.031, -0.015], [0.02, -0.224, -0.034, -0.12, -0.034, 0.258], [-0.29, -0.263, -0.081, 0.027, -0.072, 0.113]]",0.6039997961748961,7,0,Triclinic,1
CsLiZnS2,mp-1225887,"[[0.0, 0.0, 0.0, 0.0, -0.16, 0.0], [0.0, 0.0, 0.0, 0.16, 0.0, 0.0], [0.063, -0.063, 0.0, 0.0, 0.0, 0.0]]",0.15993000000000182,8,0,Tetragonal,-42m
Li(CoO2)2,mp-756773,"[[0.0, 0.0, 0.0, 0.0, 0.065, 0.201], [0.201, -0.201, 0.0, 0.065, 0.0, 0.0], [-0.24, -0.24, -0.106, 0.0, 0.0, 0.0]]",0.35601841778200827,9,0,Trigonal,3m
KAl(SO4)2,mp-669367,"[[-0.111, 0.111, 0.0, -0.023, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.023, 0.111], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.15927747319381508,10,0,Trigonal,32
CsGeCl3,mp-22988,"[[0.0, 0.0, 0.0, 0.0, -0.262, -0.103], [-0.103, 0.103, 0.0, -0.262, 0.0, 0.0], [-0.281, -0.281, -0.495, 0.0, 0.0, 0.0]]",0.6347444111609022,11,0,Trigonal,3m
LiMnSbO4,mp-755701,"[[0.0, 0.0, 0.0, -0.056, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.056, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.05637999999999999,12,0,Tetragonal,422
RbSnIO6,mp-554199,"[[0.0, 0.0, 0.0, 0.011, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.011, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.010639999999999998,13,0,Hexagonal,622
LiMnP(H6O5)2,mp-850407,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.908], [0.182, 0.147, 0.134, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.077, 0.0, 0.0]]",0.9078499999999999,14,0,Orthorhombic,mm2
Nd2TeO6,mp-31318,"[[0.0, 0.0, 0.0, 0.342, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.128, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.12]]",0.34190999999999994,15,0,Orthorhombic,222
BaBPO5,mp-15840,"[[-0.086, 0.086, 0.0, -0.143, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.143, 0.086], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.18722173787430293,16,0,Trigonal,32
Na3PO4,mp-4223,"[[0.0, 0.0, 0.0, -0.46, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.138, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.138]]",0.45974,17,0,Tetragonal,-42m
Pb2O3,mp-754071,"[[-1.387, -0.616, -0.541, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.512], [0.0, 0.0, 0.0, 0.0, -0.871, 0.0]]",1.6112473331242478,18,0,Orthorhombic,mm2
BaZr(SiO3)3,mp-1214228,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.121], [0.121, -0.121, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.17083700141228225,19,0,Hexagonal,-6m2
TbAgTe2,mp-3551,"[[0.0, 0.0, 0.0, -0.738, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.128, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.128]]",0.7378999999999999,20,0,Tetragonal,-42m
Na4CO4,mp-552623,"[[0.11, -0.11, 0.0, 0.031, -0.579, 1.056], [1.056, -1.056, 0.0, -0.579, -0.031, -0.11], [-0.457, -0.457, 1.634, 0.0, 0.0, 0.0]]",1.7572629256156553,21,0,Trigonal,3
Mg2Ti3O8,mp-1042395,"[[0.0, 0.0, 0.0, 0.0, -1.601, 0.0], [0.0, 0.0, 0.0, -1.601, 0.0, 0.0], [0.189, 0.189, -0.082, 0.0, 0.0, 0.0]]",1.600530336690148,22,0,Hexagonal,6mm
Na3Ti2P2O10F,mp-41191,"[[0.0, 0.0, 0.0, -0.164, 0.0, 0.29], [0.325, 0.58, 0.28, 0.0, -0.128, 0.0], [0.0, 0.0, 0.0, 0.234, 0.0, -0.164]]",0.7324458482014107,23,0,Orthorhombic,mm2
Eu(YS2)2,mp-38971,"[[0.0, 0.0, 0.0, 0.408, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.554, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.554]]",0.5537763545716611,24,0,Tetragonal,-42m
Te2SO7,mp-557480,"[[0.0, 0.0, 0.0, 0.0, 0.301, 0.0], [0.0, 0.0, 0.0, -0.553, 0.0, 0.0], [0.138, 0.18, -0.717, 0.0, 0.0, 0.0]]",0.7521166112379116,25,0,Orthorhombic,mm2
RbGeIO6,mp-549697,"[[0.0, 0.0, 0.0, -0.018, 0.0, -0.005], [-0.005, 0.005, 0.0, 0.0, 0.018, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.01885293154794662,26,0,Trigonal,32
Li4MnF8,mp-756952,"[[0.0, 0.0, 0.0, 0.197, 0.0, 0.321], [-0.181, -0.033, -0.101, 0.0, 0.102, 0.0], [0.0, 0.0, 0.0, -0.239, 0.0, -0.05]]",0.4198202460271517,27,0,Monoclinic,2
ZrPbO3,mp-20337,"[[0.0, 0.0, 0.0, 0.0, 0.0, 1.167], [-1.572, -2.196, 0.18, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",2.7071411231407945,28,0,Orthorhombic,mm2
Ag2GeS3,mp-9900,"[[0.0, 0.0, 0.0, 0.0, 0.184, 0.0], [0.0, 0.0, 0.0, -0.225, 0.0, 0.0], [-0.16, -0.141, 0.035, 0.0, 0.0, 0.0]]",0.22501999999999997,29,0,Orthorhombic,mm2
TeS4(NCl)4,mp-554646,"[[-0.053, 0.037, -0.005, 0.0, 0.014, 0.0], [0.0, 0.0, 0.0, 0.071, 0.0, 0.002], [-0.014, -0.017, 0.032, 0.0, -0.048, 0.0]]",0.07141765348157234,30,0,Monoclinic,m
ZrO2,mp-556605,"[[1.203, 1.848, 1.589, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.245], [0.0, 0.0, 0.0, 0.0, -0.876, 0.0]]",2.717734101066548,31,0,Orthorhombic,mm2
Te(HO)6,mp-625993,"[[0.046, -0.058, -0.049, -0.072, -0.052, 0.004], [-0.066, -0.063, -0.062, -0.097, 0.01, -0.005], [0.061, -0.02, 0.146, 0.112, -0.065, 0.078]]",0.25468537602062336,32,0,Triclinic,1
Yb(NdS2)2,mp-20797,"[[0.0, 0.0, 0.0, -0.62, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.235, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.282]]",0.6203300000000055,33,0,Orthorhombic,222
H8Se2N2O5,mp-722865,"[[0.0, 0.0, 0.0, 0.049, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.085, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.081]]",0.08539999999999999,34,0,Orthorhombic,222
Mg3(AsO4)2,mp-758196,"[[0.0, 0.0, 0.0, 0.123, 0.153, 0.0], [0.0, 0.0, 0.0, -0.153, 0.123, 0.0], [0.198, -0.198, 0.0, 0.0, 0.0, 0.032]]",0.281347910157513,35,0,Tetragonal,-4
UCO5,mp-29761,"[[0.0, 0.0, 0.0, 0.0, -0.09, 0.0], [0.0, 0.0, 0.0, 0.022, 0.0, 0.0], [0.381, 0.013, -0.35, 0.0, 0.0, 0.0]]",0.5179982591669589,36,0,Orthorhombic,mm2
LaH3(CO2)3,mp-642729,"[[0.0, 0.0, 0.0, 0.0, 0.184, 0.118], [0.118, -0.118, 0.0, 0.184, 0.0, 0.0], [-0.051, -0.051, 0.266, 0.0, 0.0, 0.0]]",0.2753338106735168,37,0,Trigonal,3m
Al2CdSe4,mp-3159,"[[0.0, 0.0, 0.0, -0.138, -0.057, 0.0], [0.0, 0.0, 0.0, 0.057, -0.138, 0.0], [-0.025, 0.025, 0.0, 0.0, 0.0, -0.138]]",0.14985775044718602,38,0,Tetragonal,-4
Na4Al3Si3ClO12,mp-23145,"[[0.0, 0.0, 0.0, 0.201, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.201, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.201]]",0.20067000000000002,39,0,Cubic,-43m
Tb2PbS4,mp-675645,"[[0.0, 0.0, 0.0, -0.656, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.562, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.562]]",0.656,40,0,Tetragonal,-42m
H10C3NClO4,mp-554570,"[[0.0, 0.0, 0.0, -0.008, 0.0, 0.003], [0.005, 0.031, -0.006, 0.0, -0.005, 0.0], [0.0, 0.0, 0.0, 0.009, 0.0, 0.004]]",0.03261848264330633,41,0,Monoclinic,2
Cd4GeSe6,mp-18163,"[[0.188, -0.153, -0.103, 0.0, -0.02, 0.0], [0.0, 0.0, 0.0, -0.144, 0.0, -0.154], [-0.051, -0.073, 0.206, 0.0, -0.1, 0.0]]",0.2893906017639916,42,0,Monoclinic,m
SrGeTeO6,mp-10341,"[[0.0, 0.0, 0.0, -0.063, 0.0, -0.062], [-0.062, 0.062, 0.0, 0.0, 0.063, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.10794718451865112,43,0,Trigonal,32
Rb2CoCl4,mp-571242,"[[0.0, 0.0, 0.0, 0.0, -0.009, 0.0], [0.0, 0.0, 0.0, -0.013, 0.0, 0.0], [0.454, 0.161, -0.504, 0.0, 0.0, 0.0]]",0.6970677190919113,44,0,Orthorhombic,mm2
LiAlSiO4,mp-18220,"[[0.007, -0.007, 0.0, 0.002, -0.047, -0.025], [-0.025, 0.025, 0.0, -0.047, -0.002, -0.007], [-0.068, -0.068, 0.139, 0.0, 0.0, 0.0]]",0.16873362560431587,45,0,Trigonal,3
RbNb(GeO3)3,mp-540633,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.029], [-0.029, 0.029, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.04092734082405558,46,0,Hexagonal,-6m2
GeTe,mp-938,"[[0.0, 0.0, 0.0, 0.0, -3.828, 0.257], [0.257, -0.257, 0.0, -3.828, 0.0, 0.0], [0.103, 0.103, -2.03, 0.0, 0.0, 0.0]]",3.845589580857161,47,0,Trigonal,3m
FeP2O7,mp-26182,"[[0.0, 0.0, 0.0, 0.928, 0.0, 0.751], [-0.49, -0.544, -0.81, 0.0, 0.004, 0.0], [0.0, 0.0, 0.0, 1.188, 0.0, 0.933]]",1.9249198951650517,48,0,Monoclinic,2
VOF2,mp-752974,"[[4.903, 0.303, 0.094, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.01], [0.0, 0.0, 0.0, 0.0, 0.059, 0.0]]",4.913221618062837,49,0,Orthorhombic,mm2
H8W3Se(NO6)2,mp-24599,"[[0.0, 0.0, 0.0, 0.015, 0.91, 0.0], [0.0, 0.0, 0.0, 0.91, -0.015, 0.0], [-0.032, -0.032, 0.59, 0.0, 0.0, 0.0]]",0.9102117533615833,50,0,Hexagonal,6
Al(HO)3,mp-626500,"[[0.071, 0.29, -0.746, -0.199, 0.11, -0.124], [-0.023, -0.356, -0.13, 0.182, -0.049, 0.035], [0.023, 0.258, 0.654, -0.101, -0.04, 0.005]]",1.0133562895211619,51,0,Triclinic,1
Sc2O3,mp-775837,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.115], [-0.503, 1.177, 0.242, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.256, 0.0, 0.0]]",1.3027278642525462,52,0,Orthorhombic,mm2
Cu4SnP10,mp-34126,"[[0.0, 0.0, 0.0, 0.0, 0.099, 0.157], [0.157, -0.157, 0.0, 0.099, 0.0, 0.0], [0.5, 0.5, 0.348, 0.0, 0.0, 0.0]]",0.787757810878449,53,0,Trigonal,3m
SrCu2GeSe4,mp-16179,"[[0.0, 0.0, 0.0, 0.0, -0.177, 0.0], [0.0, 0.0, 0.0, -0.019, 0.0, 0.0], [-0.232, -0.147, -0.875, 0.0, 0.0, 0.0]]",0.9167023649471799,54,0,Orthorhombic,mm2
Sr3As4,mp-15339,"[[0.0, 0.0, 0.0, 0.0, 0.199, 0.0], [0.0, 0.0, 0.0, -0.027, 0.0, 0.0], [0.022, 0.036, 0.21, 0.0, 0.0, 0.0]]",0.21437678213882297,55,0,Orthorhombic,mm2
NaLi5N2,mp-569525,"[[0.535, -0.065, -0.448, 0.0, 0.309, 0.0], [0.0, 0.0, 0.0, -0.012, 0.0, 0.214], [0.342, 0.036, 0.151, 0.0, -0.136, 0.0]]",0.7730356233071453,56,0,Monoclinic,m
Mg2VN3,mp-1029368,"[[0.0, 0.0, 0.0, 0.0, 0.234, 0.0], [0.0, 0.0, 0.0, 0.32, 0.0, 0.0], [0.632, 0.702, -1.706, 0.0, 0.0, 0.0]]",1.9496395466341974,57,0,Orthorhombic,mm2
BaMgSiO4,mp-560186,"[[0.0, 0.0, 0.0, 1.272, 0.533, 0.0], [0.0, 0.0, 0.0, 0.533, -1.272, 0.0], [0.088, 0.088, 0.827, 0.0, 0.0, 0.0]]",1.3790235386918748,58,0,Hexagonal,6
PH2F3,mp-29515,"[[-0.095, 0.07, 0.183, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.01], [0.0, 0.0, 0.0, 0.0, -0.007, 0.0]]",0.218025911443558,59,0,Orthorhombic,mm2
BaS3,mp-239,"[[0.0, 0.0, 0.0, 0.419, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.332, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.332]]",0.41852,60,0,Tetragonal,-42m
SiO2,mp-546546,"[[0.004, -0.004, 0.0, 0.017, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.017, -0.004], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.01766242942335426,61,0,Trigonal,32
BaAl4S7,mp-8258,"[[0.0, 0.0, 0.0, 0.0, 0.172, 0.0], [0.0, 0.0, 0.0, 0.37, 0.0, 0.0], [0.259, 0.228, 0.037, 0.0, 0.0, 0.0]]",0.36962,62,0,Orthorhombic,mm2
Li4CO4,mp-546202,"[[0.0, 0.0, 0.0, 6.54, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 6.54, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 6.54]]",6.539559999999997,63,0,Cubic,-43m
Cd(HO)2,mp-625094,"[[-0.42, 0.082, -0.06, -0.083, -0.207, 0.341], [0.159, 0.608, 0.172, 0.166, -0.073, -0.016], [-0.145, 0.156, -0.498, 0.271, -0.242, -0.106]]",0.7163407243191624,64,0,Triclinic,1
CrSi2,mp-1222,"[[0.0, 0.0, 0.0, -0.434, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.434, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.43432,65,0,Hexagonal,622
VFe(P2O7)2,mp-767722,"[[0.04, 0.151, 0.052, 0.045, 0.247, 0.126], [-0.109, -0.087, -0.06, -0.16, -0.073, 0.024], [-0.102, 0.038, 0.02, 0.076, -0.022, 0.058]]",0.36127054557341676,66,0,Triclinic,1
H4N2O3,mp-625686,"[[0.0, 0.0, 0.0, 0.0, -0.024, 0.0], [0.0, 0.0, 0.0, -0.15, 0.0, 0.0], [0.004, 0.168, -0.026, 0.0, 0.0, 0.0]]",0.17049863225257844,67,0,Orthorhombic,mm2
CsCa(NO2)3,mp-757826,"[[0.056, -0.056, 0.0, 0.018, -0.038, -0.022], [-0.022, 0.022, 0.0, -0.038, -0.018, -0.056], [-0.044, -0.044, -0.028, 0.0, 0.0, 0.0]]",0.09442350535844424,68,0,Trigonal,3
BaTeW2O9,mp-18311,"[[0.0, 0.0, 0.0, -0.044, 0.0, -0.031], [0.127, 0.437, 0.663, 0.0, 0.173, 0.0], [0.0, 0.0, 0.0, 0.119, 0.0, 0.206]]",0.8224569275652067,69,0,Monoclinic,2
Nd5CuSe8,mp-36252,"[[0.0, 0.0, 0.0, -0.311, -0.101, 0.0], [0.0, 0.0, 0.0, 0.101, -0.311, 0.0], [-0.046, 0.046, 0.0, 0.0, 0.0, -0.244]]",0.3272233757313191,70,0,Tetragonal,-4
ZrMnO3,mp-754513,"[[0.0, 0.0, 0.0, 0.0, 0.851, -0.539], [-0.539, 0.539, 0.0, 0.851, 0.0, 0.0], [-0.3, -0.3, 0.464, 0.0, 0.0, 0.0]]",1.1421285100985357,71,0,Trigonal,3m
Mn2V2O7,mp-1295909,"[[-0.071, -0.53, 0.185, 0.535, 0.322, -0.78], [-0.145, 0.503, -0.436, -0.802, -0.006, 0.719], [0.01, 0.121, -0.371, -0.432, -0.16, 0.578]]",1.8536022314497307,72,0,Triclinic,1
CoHgC4(SN)4,mp-540934,"[[0.0, 0.052, -0.052, 0.048, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.003, -0.048], [0.0, 0.0, 0.0, 0.0, 0.048, 0.003]]",0.08820713064756462,73,0,Tetragonal,-4
FeP4,mp-568328,"[[0.0, 0.0, 0.0, -0.067, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.151]]",0.15138999999999994,74,0,Orthorhombic,222
Li2SnTeO6,mp-8673,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.495], [-0.397, 0.124, 0.018, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, -0.07, 0.0, 0.0]]",0.4951,75,0,Orthorhombic,mm2
Li2VOF4,mp-761267,"[[0.0, 0.0, 0.0, 0.0, 0.0, -0.075], [-0.223, 0.815, -1.04, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.171, 0.0, 0.0]]",1.339779669535256,76,0,Orthorhombic,mm2
MnTl2GeTe4,mp-638590,"[[0.0, 0.0, 0.0, 0.369, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.475, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.475]]",0.4754099999999998,77,0,Tetragonal,-42m
WS2,mp-1023937,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.149], [0.149, -0.149, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.2109087581078111,78,0,Hexagonal,-6m2
Ho2Cu2O5,mp-5029,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.005], [-0.127, -0.069, -0.058, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.003, 0.0, 0.0]]",0.1559311851426776,79,0,Orthorhombic,mm2
KCrP2S7,mp-7147,"[[0.0, 0.0, 0.0, -0.052, 0.0, 0.086], [-0.201, 0.099, 0.017, 0.0, -0.185, 0.0], [0.0, 0.0, 0.0, -0.054, 0.0, 0.426]]",0.4396923960548358,80,0,Monoclinic,2
GaCuBr4,mp-1212660,"[[0.0, 0.0, 0.0, 0.205, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.205, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.276]]",0.2763,81,0,Tetragonal,-42m
V(PO3)4,mp-32509,"[[0.0, 0.0, 0.0, -0.004, 0.0, 0.122], [0.089, 0.063, -0.022, 0.0, -0.066, 0.0], [0.0, 0.0, 0.0, 0.007, 0.0, -0.047]]",0.13049948112934676,82,0,Monoclinic,2
Rb4CO4,mp-550314,"[[0.032, -0.032, 0.0, 0.037, 0.57, -0.794], [-0.794, 0.794, 0.0, 0.57, -0.037, -0.032], [0.505, 0.505, -1.033, 0.0, 0.0, 0.0]]",1.2606627446937044,83,0,Trigonal,3
Sm2PbS4,mp-675511,"[[0.0, 0.0, 0.0, 0.567, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.392, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.392]]",0.5668800000000002,84,0,Tetragonal,-42m
NClO3,mp-754712,"[[0.0, 0.0, 0.0, -0.008, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.043, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.018]]",0.04284,85,0,Orthorhombic,222
SrGe(HO2)2,mp-23884,"[[0.0, 0.0, 0.0, 0.023, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.003, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.003]]",0.023329999999999983,86,0,Tetragonal,-42m
IOF3,mp-559377,"[[0.0, 0.0, 0.0, -0.271, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.046, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.138]]",0.27129000000000003,87,0,Orthorhombic,222
ZnS,mp-561258,"[[0.0, 0.0, 0.0, 0.0, -0.02, 0.0], [0.0, 0.0, 0.0, -0.02, 0.0, 0.0], [-0.038, -0.038, 0.051, 0.0, 0.0, 0.0]]",0.07440761475046194,88,0,Hexagonal,6mm
InAgGeSe4,mp-1223893,"[[0.0, 0.0, 0.0, -0.542, 0.034, 0.0], [0.0, 0.0, 0.0, -0.034, -0.542, 0.0], [0.125, -0.125, 0.0, 0.0, 0.0, -0.595]]",0.6208871532919068,89,0,Tetragonal,-4
Ag5P(S2Cl)2,mp-559847,"[[0.0, 0.0, 0.0, 0.0, 1.395, 0.0], [0.0, 0.0, 0.0, 0.006, 0.0, 0.0], [-0.045, 0.402, 0.219, 0.0, 0.0, 0.0]]",1.3951499999999997,90,0,Orthorhombic,mm2
LiMgH6Ir,mp-866640,"[[0.0, 0.0, 0.0, -0.022, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.022, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.022]]",0.022419999999999992,91,0,Cubic,-43m
TiSnPt,mp-30847,"[[0.0, 0.0, 0.0, -0.163, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.163, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.163]]",0.16334592414878715,92,0,Cubic,-43m
VAg3HgO4,mp-1216423,"[[-0.427, 0.541, -0.412, 0.343, 0.654, -0.445], [-0.416, 0.159, 0.365, 0.363, 0.43, 0.56], [0.71, 0.424, -0.637, 0.299, -0.342, 0.346]]",1.3077576384719243,93,0,Triclinic,1
ZnS,mp-10281,"[[0.0, 0.0, 0.0, 0.0, -0.038, 0.0], [0.0, 0.0, 0.0, -0.038, 0.0, 0.0], [-0.069, -0.069, 0.073, 0.0, 0.0, 0.0]]",0.12136389372461809,94,0,Hexagonal,6mm
N2,mp-154,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.0009300000000000002,95,0,Cubic,23
LiBeSb,mp-9575,"[[0.0, 0.0, 0.0, 0.0, -0.081, 0.0], [0.0, 0.0, 0.0, -0.081, 0.0, 0.0], [0.233, 0.233, -0.699, 0.0, 0.0, 0.0]]",0.7724630488897322,96,0,Hexagonal,6mm
MnSnO3,mp-691106,"[[0.0, 0.0, 0.0, 0.0, 0.035, 0.03], [0.03, -0.03, 0.0, 0.035, 0.0, 0.0], [-0.076, -0.076, 0.48, 0.0, 0.0, 0.0]]",0.4914753715090929,97,0,Trigonal,3m
CsSrSiHO4,mp-995215,"[[0.0, 0.0, 0.0, -0.033, 0.0, 0.096], [0.078, -0.145, 0.007, 0.0, -0.043, 0.0], [0.0, 0.0, 0.0, 0.133, 0.0, 0.036]]",0.17017372535147723,98,0,Monoclinic,2
FeCo3(PO4)4,mp-771952,"[[0.154, 0.635, 0.351, 0.0, 0.001, 0.0], [0.0, 0.0, 0.0, 0.243, 0.0, 0.04], [-0.248, 0.115, -0.027, 0.0, 0.135, 0.0]]",0.7424988917655164,99,0,Monoclinic,m
LiSn2N3,mp-1029294,"[[0.0, 0.0, 0.0, 0.0, -0.153, 0.0], [0.0, 0.0, 0.0, -0.226, 0.0, 0.0], [-0.206, -0.293, 0.927, 0.0, 0.0, 0.0]]",0.9939575373223946,100,0,Orthorhombic,mm2
Cs2Li3F5,mp-560088,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.1, 0.056, -0.071, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.1346567974518925,101,0,Orthorhombic,mm2
LiFeSiO4,mp-752893,"[[0.114, 0.112, 0.078, 0.0, 0.027, 0.0], [0.0, 0.0, 0.0, 0.158, 0.0, -0.203], [0.835, 0.507, 0.33, 0.0, -0.221, 0.0]]",1.066542745328048,102,0,Monoclinic,m
MgH12SO9,mp-23887,"[[0.079, -0.079, 0.0, 0.03, 0.138, 0.02], [0.02, -0.02, 0.0, 0.138, -0.03, -0.079], [0.219, 0.219, -0.042, 0.0, 0.0, 0.0]]",0.3132088018404257,103,0,Trigonal,3
H2O,mp-696735,"[[0.0, 0.0, 0.0, 0.032, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.032, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",0.03196,104,0,Tetragonal,422
SiO2,mp-554151,"[[0.0, 0.038, -0.038, -0.027, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.007, 0.138], [0.0, 0.0, 0.0, 0.0, -0.138, 0.007]]",0.13826966679916128,105,0,Tetragonal,-4
LiTlPHO3,mp-772968,"[[0.0, 0.0, 0.0, -0.12, 0.0, -0.108], [-0.05, 0.036, -0.062, 0.0, -0.036, 0.0], [0.0, 0.0, 0.0, -0.123, 0.0, 0.038]]",0.18209071218534234,106,0,Monoclinic,2
