,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,No of Components,$\delta$,Δ$\chi$,ΔTm,Tm(K),VEC,AN,K,B,ΔB,G,ΔG,ΔSmix,$\lambda$,e_ij_max,total,crystal,crystal category
1028,51.0,78.0,27.0,64.66666666666667,9.111111111111109,51.0,29.0,85.0,56.0,59.0,20.0,29.0,121.76,195.084,73.324,158.58978333333334,24.553188888888887,121.76,903.78,2041.4,1137.6200000000001,1524.7266666666667,413.9644444444445,903.78,3.0,15.0,12.0,9.333333333333334,4.222222222222222,3.0,5.0,6.0,1.0,5.666666666666667,0.44444444444444436,5.0,136.0,194.0,58.0,156.33333333333334,25.111111111111114,136.0,1.21,2.28,1.0699999999999998,1.8466666666666665,0.4244444444444444,1.21,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,6.333333333333333,4.222222222222222,0.0,0.0,14.0,14.0,7.666666666666667,5.111111111111111,0.0,11.0,24.0,13.0,16.666666666666668,4.888888888888889,11.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,5.0,5.0,1.6666666666666667,2.2222222222222223,2.0,5.0,3.0,3.3333333333333335,1.1111111111111112,2.0,15.02,31.7366666667,16.7166666667,26.105555555566667,7.390370370377777,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,195.0,20.0,166.0,3,0.21067667743708965,0.5108,470.2478156130966,1524.7266666666667,6.0,64.66666666666666,35.666666666666664,103.56666666666666,0.8633281389105409,34.33333333333333,0.5497237928890123,9.1339,205.7887,0.3390033333333332,"[[0.0, 0.0, 0.0, 0.339, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.339, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.339]]",Orthorhombic mm2,CAT B
1029,8.0,29.0,21.0,11.454545454545455,4.479338842975207,8.0,2.0,87.0,85.0,76.45454545454545,15.801652892561982,87.0,15.9994,63.546,47.5466,23.679917570909094,9.900685688595043,15.9994,54.8,1357.77,1302.97,249.71272727272725,248.07074380165287,54.8,1.0,16.0,15.0,14.0,2.909090909090909,16.0,2.0,4.0,2.0,2.4545454545454546,0.5785123966942148,2.0,66.0,166.0,100.0,88.54545454545455,28.694214876033058,66.0,0.93,3.44,2.51,2.8445454545454543,0.7578512396694215,3.44,1.0,2.0,1.0,1.8181818181818181,0.29752066115702486,2.0,0.0,4.0,4.0,3.090909090909091,1.1570247933884297,4.0,0.0,10.0,10.0,0.9090909090909091,1.652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,5.818181818181818,1.1735537190082643,6.0,0.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,3.0,3.0,1.8181818181818181,0.6611570247933884,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.36363636363636365,2.0,9.105,29.2433333333,20.1383333333,13.562619047609092,6.126536796522314,9.105,0.0,1.625,1.625,0.29545454545454547,0.4834710743801653,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,49.27272727272727,64.62809917355372,12.0,4,0.5941780906964396,0.8473,371.4275754704202,249.71272727272728,5.818181818181818,11.454545454545453,49.15073272727273,49.38363636363637,0.6997709370731353,40.459090909090904,0.29198510360042773,8.593,24.3396,0.5434936787552963,"[[0.024, 0.017, 0.049, 0.0, -0.14, 0.0], [0.0, 0.0, 0.0, -0.218, 0.0, -0.237], [-0.221, -0.265, -0.228, 0.0, -0.349, 0.0]]",Cubic,CAT A
1030,48.0,53.0,5.0,51.333333333333336,2.2222222222222214,53.0,70.0,96.0,26.0,87.33333333333333,11.555555555555557,96.0,112.411,126.90447,14.493470000000002,122.07331333333333,6.441542222222225,126.90447,386.85,594.22,207.37,455.97333333333336,92.16444444444444,386.85,12.0,17.0,5.0,15.333333333333334,2.222222222222222,17.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,144.0,5.0,140.66666666666666,2.222222222222219,139.0,1.69,2.66,0.9700000000000002,2.3366666666666664,0.4311111111111113,2.66,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,5.0,15.333333333333334,2.222222222222222,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,19.495,43.015,23.52,35.175000000000004,10.453333333333331,43.015,0.0,1.062,1.062,0.7080000000000001,0.472,1.062,0.0,0.0,0.0,0.0,64.0,194.0,130.0,107.33333333333333,57.77777777777777,64.0,2,0.16637806616154074,0.4573,97.75515547643624,455.9733333333333,8.666666666666666,51.33333333333333,32.632666666666665,19.133333333333333,0.8450788360522155,35.5,0.32865526449515586,5.292,191.1727,0.0074951871210739,"[[0.0, 0.0, 0.0, 0.0, 0.007, 0.0], [0.0, 0.0, 0.0, 0.007, 0.0, 0.0], [0.0, 0.0, 0.002, 0.0, 0.0, 0.0]]",HexTetra mm,CAT B
1031,1.0,48.0,47.0,13.2,13.919999999999998,1.0,70.0,92.0,22.0,85.6,6.240000000000004,87.0,1.00794,112.411,111.40306,29.285136,33.2503456,1.00794,14.01,594.22,580.21,146.368,179.14079999999998,14.01,1.0,16.0,15.0,9.2,6.56,1.0,1.0,5.0,4.0,2.2,1.12,1.0,31.0,144.0,113.0,67.6,30.559999999999995,31.0,1.69,3.44,1.75,2.594,0.6767999999999998,2.2,1.0,2.0,1.0,1.6,0.48,1.0,0.0,4.0,4.0,1.6,1.9200000000000004,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,5.2,3.3599999999999994,1.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,2.0,2.0,0.8,0.9600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.64,1.0,6.615,19.495,12.88,10.187000000000001,3.7232000000000007,6.615,0.0,7.853,7.853,3.1412,3.7694400000000003,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,121.2,87.35999999999999,12.0,3,0.609594007474611,0.7154,224.66779541358395,146.368,5.200000000000001,13.200000000000003,19.482832000000002,51.248000000000005,0.0902279113331252,38.8,0.2551546391752577,8.7706,23.602,1.2530310950403845,"[[-0.992, -0.706, -0.024, 0.0, -0.22, 0.0], [0.0, 0.0, 0.0, -0.159, 0.0, -0.823], [0.037, 0.179, -0.018, 0.0, 0.338, 0.0]]",Orthorhombic mm2,CAT B
1032,11.0,38.0,27.0,20.0,9.818181818181818,15.0,2.0,83.0,81.0,39.54545454545455,37.68595041322314,83.0,22.98976928,87.62,64.63023072,43.88235404,23.85689779636364,30.973762,317.3,1050.0,732.7,587.7527272727274,314.99256198347115,317.3,1.0,15.0,14.0,7.454545454545454,6.4958677685950414,15.0,3.0,5.0,2.0,3.5454545454545454,0.793388429752066,3.0,107.0,195.0,88.0,148.36363636363637,35.05785123966942,107.0,0.93,2.19,1.2599999999999998,1.4554545454545453,0.5623140495867769,2.19,1.0,2.0,1.0,1.7272727272727273,0.396694214876033,2.0,0.0,3.0,3.0,1.1818181818181819,1.322314049586777,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.909090909090909,1.537190082644628,5.0,0.0,1.0,1.0,0.2727272727272727,0.396694214876033,0.0,0.0,5.0,5.0,1.5454545454545454,1.6859504132231407,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8181818181818181,1.4380165289256197,3.0,16.48,54.23,37.75,32.47099567097273,11.868547815833056,22.5702380952,0.0,1.625,1.625,0.5909090909090909,0.7520661157024794,1.625,0.0,0.0,0.0,0.0,2.0,229.0,227.0,145.0,104.0,2.0,4,0.3320097653260301,0.586,329.4942569534243,587.7527272727273,2.909090909090909,20.0,69.17672727272728,27.234545454545454,0.9146858030355096,20.836363636363636,0.8803042342477979,10.7628,97.6395,0.3121640905036968,"[[0.0, 0.0, 0.0, 0.0, 0.016, 0.0], [0.0, 0.0, 0.0, 0.016, 0.0, 0.0], [-0.142, -0.142, 0.239, 0.0, 0.0, 0.0]]",Orthorhombic mm2,CAT B
1033,3.0,24.0,21.0,11.785714285714286,6.836734693877551,8.0,1.0,87.0,86.0,63.642857142857146,26.69387755102041,87.0,6.941,51.9961,45.055099999999996,24.91478571428571,15.324379591836735,15.9994,54.8,2183.0,2128.2,719.1985714285714,835.1722448979591,54.8,1.0,16.0,15.0,10.928571428571429,5.795918367346938,16.0,2.0,4.0,2.0,2.5714285714285716,0.8163265306122449,2.0,66.0,153.0,87.0,96.71428571428571,35.10204081632653,66.0,0.98,3.44,2.46,2.5778571428571433,0.9853061224489795,3.44,1.0,2.0,1.0,1.6428571428571428,0.45918367346938777,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,5.0,5.0,1.2857142857142858,1.836734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,5.214285714285714,1.2346938775510203,6.0,0.0,1.0,1.0,0.35714285714285715,0.45918367346938777,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,7.0,7.0,1.5714285714285714,2.2448979591836737,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,3.0714285714285716,1.8163265306122447,2.0,9.105,16.5933333333,7.488333333299998,10.900476190471428,2.0519727891102035,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,105.0,106.28571428571429,12.0,4,0.5953644911642137,1.0169,934.1508887055601,719.1985714285713,5.2142857142857135,11.785714285714285,34.515188571428574,77.89142857142858,0.6918136198482546,53.599999999999994,0.6503208671214065,9.2815,26.1849,1.9164189435768015,"[[0.0, 0.0, 0.0, 0.0, 0.767, 0.0], [0.0, 0.0, 0.0, 0.767, 0.0, 0.0], [1.043, 1.043, 1.224, 0.0, 0.0, 0.0]]",Orthorhombic mm2,CAT B
1034,1.0,37.0,36.0,7.666666666666667,9.777777777777779,1.0,4.0,92.0,88.0,74.0,24.0,92.0,1.00794,85.4678,84.45985999999999,16.718426666666666,22.916457777777776,1.00794,14.01,2348.0,2333.99,452.75,631.75,14.01,1.0,13.0,12.0,3.0,3.3333333333333335,1.0,1.0,5.0,4.0,1.8333333333333333,1.1111111111111112,1.0,31.0,220.0,189.0,71.33333333333333,53.77777777777778,31.0,0.82,2.2,1.3800000000000003,1.9433333333333334,0.3744444444444446,2.2,1.0,2.0,1.0,1.1666666666666667,0.27777777777777785,1.0,0.0,1.0,1.0,0.16666666666666666,0.27777777777777773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.3333333333333333,0.5555555555555555,1.0,0.0,1.0,1.0,0.8333333333333334,0.27777777777777773,1.0,0.0,5.0,5.0,0.8333333333333334,1.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.6666666666666667,1.1111111111111112,1.0,6.615,90.7225,84.1075,20.72583333333333,23.332222222222217,6.615,0.0,7.853,7.853,5.489333333333334,3.1515555555555554,7.853,0.0,0.0,0.0,0.0,166.0,229.0,63.0,195.16666666666666,11.277777777777771,194.0,3,0.8241992240639628,0.5058,854.9284892446983,452.91666666666663,1.3333333333333333,7.666666666666666,14.286999999999999,89.45666666666665,1.1712300856581617,43.75,0.0,7.2129,10.6181,0.05996,"[[0.0, 0.0, 0.0, -0.06, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, -0.06, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, -0.06]]",Orthorhombic mm2,CAT B
1035,14.0,49.0,35.0,24.181818181818183,10.776859504132233,16.0,64.0,88.0,24.0,80.36363636363636,8.330578512396695,88.0,28.0855,114.818,86.7325,52.47304545454546,26.697421487603307,32.065,388.36,1687.0,1298.6399999999999,690.1999999999999,423.98909090909086,388.36,11.0,16.0,5.0,14.363636363636363,1.7851239669421488,16.0,3.0,5.0,2.0,3.5454545454545454,0.6942148760330578,3.0,105.0,142.0,37.0,117.18181818181819,14.41322314049587,105.0,1.78,2.58,0.8,2.2490909090909095,0.3609917355371901,2.58,1.0,2.0,1.0,1.8181818181818181,0.2975206611570248,2.0,0.0,4.0,4.0,2.5454545454545454,1.586776859504132,4.0,0.0,10.0,10.0,3.6363636363636362,4.628099173553719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,9.0,8.0,2.909090909090909,6.0,0.0,1.0,1.0,0.18181818181818182,0.29752066115702475,0.0,0.0,5.0,5.0,2.3636363636363638,1.2561983471074383,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.5454545454545454,1.1570247933884297,2.0,11.07,25.786875,14.716874999999998,22.347386363636364,4.447665289256197,25.786875,0.0,2.202,2.202,1.2713636363636363,1.0152396694214876,2.202,0.0,0.0,0.0,0.0,70.0,227.0,157.0,125.0,60.0,70.0,4,0.2604822002928587,0.3647,483.09818015878227,690.2,6.181818181818182,24.181818181818183,101.38454545454546,48.48363636363637,1.0669556105760682,44.522727272727266,0.036817198407875326,9.7151,143.1823,0.8109931154783708,"[[-0.756, 0.127, 0.196, 0.0, 0.068, 0.0], [0.0, 0.0, 0.0, 0.299, 0.0, 0.155], [-0.047, 0.137, 0.34, 0.0, 0.003, 0.0]]",Orthorhombic mm2,CAT B
1036,3.0,15.0,12.0,7.538461538461538,2.3313609467455625,8.0,1.0,87.0,86.0,64.61538461538461,29.360946745562135,87.0,6.941,30.973762,24.032762,15.392943230769232,4.421241988165679,15.9994,54.8,3823.0,3768.2,523.69,569.0184615384616,54.8,1.0,16.0,15.0,11.23076923076923,6.142011834319527,16.0,2.0,3.0,1.0,2.1538461538461537,0.26035502958579876,2.0,66.0,141.0,75.0,90.0,28.0,66.0,0.98,3.44,2.46,2.5438461538461534,0.96603550295858,3.44,1.0,2.0,1.0,1.7692307692307692,0.3550295857988166,2.0,0.0,4.0,4.0,2.5384615384615383,1.6449704142011836,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.3076923076923075,1.9289940828402368,6.0,0.0,1.0,1.0,0.23076923076923078,0.35502958579881655,0.0,0.0,4.0,4.0,1.6153846153846154,0.9940828402366864,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.8461538461538463,0.6745562130177514,2.0,5.64,22.89,17.25,12.662710622699999,4.911797689476922,9.105,0.0,4.496,4.496,0.47084615384615386,0.7968165680473374,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,89.3076923076923,96.68639053254438,12.0,5,0.5771683386938509,1.06,980.1850946354787,521.9207692307692,4.307692307692308,7.538461538461538,42.72477384615385,38.22461538461538,0.49659243766582106,32.565384615384616,0.5237555987897274,10.5058,31.5372,0.5826390134158027,"[[0.0, 0.0, 0.0, -0.071, 0.0, -0.206], [-0.281, -0.182, -0.464, 0.0, -0.054, 0.0], [0.0, 0.0, 0.0, -0.256, 0.0, 0.499]]",Cubic,CAT A
1037,8.0,30.0,22.0,19.0,11.0,8.0,69.0,87.0,18.0,78.0,9.0,69.0,15.9994,65.38,49.380599999999994,40.689699999999995,24.690299999999997,15.9994,54.8,692.68,637.88,373.73999999999995,318.93999999999994,54.8,12.0,16.0,4.0,14.0,2.0,12.0,2.0,4.0,2.0,3.0,1.0,2.0,66.0,122.0,56.0,94.0,28.0,66.0,1.65,3.44,1.79,2.545,0.895,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,6.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.105,13.96,4.855,11.5325,2.4275,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,103.0,91.0,12.0,2,0.49473684210526314,0.895,318.94,373.73999999999995,9.0,19.0,60.01329,61.78,0.1330527678860472,43.375,0.00864553314121036,5.7628,23.5444,1.2856161854535997,"[[0.0, 0.0, 0.0, 0.0, -0.385, 0.0], [0.0, 0.0, 0.0, -0.385, 0.0, 0.0], [-0.538, -0.538, 1.037, 0.0, 0.0, 0.0]]",HexTetra mm,CAT B
1038,7.0,32.0,25.0,17.2,11.84,7.0,79.0,87.0,8.0,81.8,2.2400000000000007,79.0,14.0067,72.64,58.6333,37.85856,27.825151999999996,14.0067,54.8,1211.4,1156.6000000000001,520.74,552.528,63.05,14.0,16.0,2.0,14.8,0.6399999999999999,14.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,120.0,54.0,89.6,24.32,71.0,2.01,3.44,1.4300000000000002,2.7079999999999997,0.5584000000000001,2.01,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.8,0.64,2.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,8.8,4.16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,9.105,23.005,13.899999999999999,16.930500000000002,4.8595999999999995,14.76875,0.0,6.437,6.437,2.728,2.9672,0.383,0.0,0.0,0.0,0.0,12.0,225.0,213.0,170.0,63.2,194.0,3,0.42964229826872263,0.5883,563.9295748584215,520.7400000000001,4.800000000000001,17.200000000000003,24.015648,53.56000000000001,1.1102230246251565e-16,43.75,0.0,8.7706,47.5133,0.5127607356478311,"[[0.088, 0.18, 0.291, 0.0, 0.007, 0.0], [0.0, 0.0, 0.0, -0.093, 0.0, -0.073], [0.276, 0.366, -0.028, 0.0, -0.056, 0.0]]",Tetragonal -42m,CAT A
1039,5.0,37.0,32.0,13.0,8.0,8.0,4.0,87.0,83.0,67.5,21.166666666666668,87.0,10.811,85.4678,74.6568,28.096999999999998,19.1236,15.9994,54.8,2348.0,2293.2,624.6433333333333,673.9044444444445,54.8,1.0,16.0,15.0,10.666666666666666,6.111111111111111,16.0,2.0,5.0,3.0,2.6666666666666665,0.8888888888888888,2.0,66.0,220.0,154.0,107.16666666666667,48.888888888888886,66.0,0.82,3.44,2.62,2.415,1.0250000000000001,3.44,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.1666666666666665,1.8333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,5.0,5.0,1.8333333333333333,1.2222222222222223,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,2.0,7.1725,90.7225,83.55,24.683333333333334,22.013055555555553,9.105,0.0,1.524,1.524,0.254,0.42333333333333334,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,104.16666666666667,92.16666666666667,12.0,4,0.7375400222038149,1.0846,830.0647720710315,624.81,4.0,13.0,40.846623333333326,88.03,1.1963003917855697,39.291666666666664,0.2537213929930832,10.3298,18.9897,0.0313499999999999,"[[0.0, 0.0, 0.0, 0.031, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.031, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.031]]",Orthorhombic mm2,CAT B
1040,8.0,83.0,75.0,35.696969696969695,34.40220385674931,8.0,43.0,87.0,44.0,85.3030303030303,2.5638200183654782,87.0,15.9994,208.9804,192.981,87.13999393939393,88.6112044077135,15.9994,54.8,1941.0,1886.2,289.9939393939394,285.0835629017447,54.8,4.0,16.0,12.0,15.272727272727273,0.8815426997245178,16.0,2.0,6.0,4.0,3.515151515151515,1.8365472910927458,2.0,66.0,160.0,94.0,98.66666666666667,39.595959595959606,66.0,1.54,3.44,1.9,2.866060606060606,0.6956841138659319,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,3.515151515151515,0.5876951331496786,4.0,0.0,10.0,10.0,3.696969696969697,4.584022038567492,0.0,0.0,14.0,14.0,5.090909090909091,6.479338842975206,0.0,4.0,29.0,25.0,14.303030303030303,10.68870523415978,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.303030303030303,0.5068870523415978,2.0,8.0,8.0,0.24242424242424243,0.4701561065197429,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,2.5454545454545454,0.6611570247933884,2.0,9.105,32.95,23.845000000000002,18.005757575757578,10.868539944903583,9.105,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,6.828282828272728e-07,1.3242730333619836e-06,12.0,194.0,182.0,17.515151515151516,10.696051423324151,12.0,3,0.555144213544985,0.7164,373.71250166760944,289.9939393939394,5.575757575757576,35.6969696969697,3.591866666666667,47.06666666666667,0.3287646061474978,32.21212121212121,0.4743241344270064,6.4626,20.9697,0.984251321259658,"[[0.0, 0.0, 0.0, 0.984, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.984, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.984]]",Cubic,CAT A
1041,7.0,14.0,7.0,10.0,3.2,7.0,78.0,87.0,9.0,81.4,2.719999999999999,78.0,14.0067,28.0855,14.0788,20.036759999999997,6.438991999999999,14.0067,54.8,1687.0,1632.2,710.98,780.816,63.05,14.0,16.0,2.0,14.8,0.6399999999999999,14.0,2.0,3.0,1.0,2.4,0.48,2.0,66.0,111.0,45.0,86.0,20.0,71.0,1.9,3.44,1.54,2.6639999999999997,0.6112000000000001,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,2.8,0.64,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,4.8,0.64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.2,0.64,3.0,9.105,20.44,11.335,15.904500000000002,3.6284000000000005,14.76875,0.0,6.437,6.437,2.884,2.8424,0.773,0.0,0.0,0.0,0.0,12.0,227.0,215.0,170.8,63.519999999999996,194.0,3,0.3717461834526318,0.6407,796.9226867143386,710.9800000000001,4.800000000000001,10.0,60.015648,72.13600000000001,0.3153884430931872,43.75,0.0,8.7706,63.4653,0.3249950844326492,"[[0.0, 0.0, 0.0, 0.0, -0.071, 0.0], [0.0, 0.0, 0.0, -0.146, 0.0, 0.0], [-0.092, -0.21, 0.23, 0.0, 0.0, 0.0]]",Cubic,CAT A
